平成２１年４月１日から平成２２年３月３１日までの分,,,,,,,,,,,,,
開札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式,
20091022,海草地域振興部,農業農村整備課,安原地区　吉原水路改修付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吉原外　　　　　　　,地内　　　　　　　　,松浦舗道建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,363,000 "," 5,276,218 "," 5,313,000 ", 10 ,条件付一般競争入札,
20091020,有田地域振興部,農業農村整備課,和歌山地区　柄杓井工区・宮代工区設計業務　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,西広・唐尾　　　　　,地内　　　　　　　　,パシフィックコンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,331,500 "," 4,680,244 "," 5,208,000 ", 7 ,条件付一般競争入札,
20091016,海草地域振興部,農業農村整備課,和歌山２期地区　排水路保全計画業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,岩橋外　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,828,000 "," 7,285,496 "," 7,292,376 ", 12 ,条件付一般競争入札,
20091015,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第5号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町小松原溝添　,地内　　　　　　　　,川口建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,892,500 "," 17,816,415 "," 17,835,300 ", 13 ,条件付一般競争入札,
20091013,那賀地域振興部,農業農村整備課,農道測量設計その２業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,320,500 "," 1,681,202 "," 1,695,821 ", 14 ,条件付一般競争入札,
20091013,那賀地域振興部,農業農村整備課,１号排水路兼用道路５工区工事　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,地内　　　　　　　　,（有）木村建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,815,000 "," 8,895,455 "," 8,925,000 ", 6 ,条件付一般競争入札,
20091013,有田地域振興部,農業農村整備課,白豆池地区ため池改修付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,奥　　　　　　　　　,地内　　　　　　　　,中嶋組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,381,000 "," 2,912,934 "," 2,916,900 ", 13 ,条件付一般競争入札,
20091008,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第10号-5)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町大内川柳谷　,地内　　　　　　　　,アダチエンタープライズ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,713,650 "," 11,934,295 "," 11,947,950 ", 8 ,条件付一般競争入札,
20091007,日高地域振興部,農業農村整備課,南紀用水工区送水施設補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,東岩代・西本庄　　　,地内　　　　　　　　,（株）岡田工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,376,500 "," 7,793,314 "," 9,240,000 ", 9 ,条件付一般競争入札,
20091007,日高地域振興部,農業農村整備課,川辺町周辺２期工区鋼製水槽補修工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,・日高町　他　　　　,地内　　　　　　　　,タカラ塗装店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,172,000 "," 9,186,450 "," 9,289,350 ", 6 ,条件付一般競争入札,
20091007,日高地域振興部,森林整備課,予防治山事業(予防第7号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　長志南原　地内　,（有）ミヤマ工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,155,350 "," 23,673,232 "," 23,677,500 ", 17 ,条件付一般競争入札,
20091007,西牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第19号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町三越　　　　　,広畑平地内　　　　　,総合建設　井建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,978,450 "," 3,202,659 "," 3,218,250 ", 5 ,条件付一般競争入札,
20091001,海草地域振興部,農業農村整備課,慶権寺池洪水吐改修その１工事　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,鳥居　　　　　　　　,地内　　　　　　　　,田端建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,186,500 "," 18,605,613 "," 19,089,000 ", 2 ,条件付一般競争入札,
20090930,伊都地域振興部,果樹園芸課,農業大学校ため池附帯工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,妙寺・西飯降　　　　,地内　　　　　　　　,永岡建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,599,500 "," 7,040,552 "," 7,083,825 ", 7 ,条件付一般競争入札,
20090930,日高地域振興部,農業農村整備課,油河池地区土質調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,原谷　　　　　　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,226,000 "," 1,583,131 "," 1,587,805 ", 18 ,条件付一般競争入札,
20090930,日高地域振興部,森林整備課,県土防災対策治山事業(県防第16号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,大字　西本庄　　　　,字　宮　地内　　　　,（株）ヤグチ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,567,250 "," 2,051,826 "," 2,052,225 ", 4 ,条件付一般競争入札,
20090929,有田地域振興部,農業農村整備課,畦田２期地区２号承水路測量設計業務　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,276,000 "," 2,295,493 "," 2,311,545 ", 14 ,条件付一般競争入札,
20090929,有田地域振興部,農業農村整備課,送水管保全計画（その３）業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,船坂　　　　　　　　,外地内　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,701,000 "," 1,259,760 "," 1,522,500 ", 5 ,条件付一般競争入札,
20090929,有田地域振興部,森林整備課,下湯川地区予防治山工事(予防第2号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,大字下湯川　　　　　,字下村地内　　　　　,織本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 23,278,500 "," 18,890,124 "," 18,929,400 ", 19 ,条件付一般競争入札,
20090929,有田地域振興部,森林整備課,押手地区予防治山工事(予防第3号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,大字押手　　　　　　,字上横谷地内　　　　,今北組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,977,050 "," 14,474,073 "," 14,553,000 ", 14 ,条件付一般競争入札,
20090924,日高地域振興部,農業農村整備課,西川地区樋門改修実施設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,田井　　　　　　　　,地内　　　　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,683,000 "," 3,281,378 "," 3,356,774 ", 8 ,条件付一般競争入札,
20090924,日高地域振興部,農業農村整備課,日高川工区　水路補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,湯川町　丸山　　　　,地内　　　　　　　　,（有）稲垣　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,162,500 "," 15,718,279 "," 16,058,175 ", 6 ,条件付一般競争入札,
20090924,日高地域振興部,農業農村整備課,みなべ地区農道整備その１工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,山内　　　　　　　　,地内　　　　　　　　,（株）岡田工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,932,000 "," 19,237,425 "," 19,255,950 ", 17 ,条件付一般競争入札,
20090924,日高地域振興部,農業農村整備課,印南工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,津井・印南　　　　　,地内　　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,290,000 "," 7,210,203 "," 7,577,556 ", 6 ,条件付一般競争入札,
20090918,伊都地域振興部,森林整備課,県土防災対策治山事業(県防第2号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字花園中南　　　　,字谷ノ瀬地内　　　　,木村興産　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,029,100 "," 4,865,924 "," 6,006,000 ", 2 ,条件付一般競争入札,
20090918,西牟婁地域振興部,農業農村整備課,日向地区進入道路その４工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）堀組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,457,500 "," 5,276,629 "," 5,294,100 ", 27 ,条件付一般競争入札,
20090918,西牟婁地域振興部,農業農村整備課,富田川工区　保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,岩田、生馬、岩崎、　,市ノ瀬　地内　　　　,（株）阪和測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,623,000 "," 5,656,266 "," 6,247,500 ", 17 ,条件付一般競争入札,
20090918,西牟婁地域振興部,農業農村整備課,県営ため池調査事業　杉山池・硲裏池ボーリング調査業務　　　　　　　　　　　　　　,西牟婁郡　上富田町　,市ノ瀬、白浜町才野地,内　　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,494,000 "," 3,321,964 "," 4,042,500 ", 19 ,条件付一般競争入札,
20090918,西牟婁地域振興部,農業農村整備課,南部川左岸２期工区  保全計画策定その１業務　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養、中芳養、芳養,町、稲成町外地内　　,キタイ設計（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,774,000 "," 13,838,315 "," 16,800,000 ", 7 ,条件付一般競争入札,
20090918,西牟婁地域振興部,森林整備課,災害関連緊急治山事業(災害関連第2号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,下畑地内　　　　　　,（株）三栖文組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 24,628,800 "," 20,106,450 "," 20,168,400 ", 8 ,条件付一般競争入札,
20090918,西牟婁地域振興部,森林整備課,予防治山事業(予防第11号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町皆地　　　　　,大森地内　　　　　　,（有）アセスメント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,316,900 "," 9,172,511 "," 9,393,300 ", 7 ,条件付一般競争入札,
20090917,西牟婁地域振興部,森林整備課,災害関連緊急治山事業(災害関連第1号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,秋津川　　　　　　　,中通地内　　　　　　,（株）丸山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 61,330,500 "," 51,247,728 "," 51,345,000 ", 13 ,条件付一般競争入札（総合評価）,
20090917,西牟婁地域振興部,森林整備課,災害関連緊急治山事業(災害関連第2号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,下畑地内　　　　　　,（株）芳養建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 39,088,350 "," 32,013,229 "," 32,145,743 ", 5 ,条件付一般競争入札（総合評価）,
20090917,西牟婁地域振興部,森林整備課,水源流域広域保全事業(水広第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川　　　,坂田井地内　　　　　,（株）共栄建設工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 49,799,400 "," 41,371,076 "," 41,575,800 ", 6 ,条件付一般競争入札（総合評価）,
20090917,西牟婁地域振興部,森林整備課,予防治山事業(予防第10号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮船尾谷　　,地内　　　　　　　　,（株）豊建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 33,329,100 "," 27,111,530 "," 27,630,750 ", 8 ,条件付一般競争入札（総合評価）,
20090916,伊都地域振興部,果樹園芸課,農業大学校ほ場用水管路工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,妙寺・西飯降　　　　,地内　　　　　　　　,（株）平岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,359,000 "," 13,490,631 "," 15,435,000 ", 6 ,条件付一般競争入札,
20090916,伊都地域振興部,森林整備課,山地災害総合減災対策治山事業(減災対策第1号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字花園中南　　　　,字谷ノ瀬第１地内　　,（株）辻本英建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,117,200 "," 35,532,132 "," 35,679,000 ", 2 ,条件付一般競争入札（総合評価）,
20090916,日高地域振興部,農業農村整備課,南部川左岸工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,東本庄・晩稲　　　　,地内　　　　　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,031,000 "," 12,303,194 "," 12,446,254 ", 7 ,条件付一般競争入札,
20090916,日高地域振興部,農業農村整備課,南紀用水工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,西本庄・西岩代　　　,地内　　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,483,500 "," 3,317,341 "," 4,032,000 ", 6 ,条件付一般競争入札,
20090916,日高地域振興部,農業農村整備課,日高川二期地区　幹線水路改修その６工事　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小熊　　　　　　　　,地内　　　　　　　　,（株）西川組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,701,000 "," 37,049,628 "," 37,054,500 ", 7 ,条件付一般競争入札（総合評価）,
20090916,日高地域振興部,農業農村整備課,日高川二期地区　幹線水路改修その７工事　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小熊　　　　　　　　,地内　　　　　　　　,（株）古部組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 46,641,000 "," 39,053,137 "," 39,543,000 ", 7 ,条件付一般競争入札（総合評価）,
20090916,日高地域振興部,農業農村整備課,日高川二期地区　若野支線水路改修その３工事　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,藤田町　藤井　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 34,324,500 "," 28,599,211 "," 30,842,700 ", 4 ,条件付一般競争入札（総合評価）,
20090916,日高地域振興部,森林整備課,奥地保安林保全緊急対策事業測量設計業務委託(奥地保安林第22号-1)　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　熊野川　　　　,字　野々川　地内　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,265,250 "," 922,873 "," 932,615 ", 15 ,条件付一般競争入札,
20090916,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-5)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　谷山　地内　　　,野中水道　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,345,450 "," 17,276,366 "," 17,276,700 ", 18 ,条件付一般競争入札,
20090916,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-7)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　小川　地内　　　,中野建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,814,550 "," 16,318,515 "," 16,319,100 ", 18 ,条件付一般競争入札,
20090916,日高地域振興部,森林整備課,予防治山事業(予防第6号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　初湯川　　　　,字　広原　地内　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 25,154,850 "," 20,453,580 "," 20,454,000 ", 18 ,条件付一般競争入札,
20090916,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-8)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　小川　地内　　　,（株）山本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 48,102,600 "," 39,457,891 "," 39,795,000 ", 5 ,条件付一般競争入札（総合評価）,
20090915,有田地域振興部,農業農村整備課,田角４期地区　地すべり関連調査その１業務　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田角　　　　　　　　,地内　　　　　　　　,（株）信栄補償設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,121,000 "," 1,495,092 "," 1,529,325 ", 10 ,条件付一般競争入札,
20090915,有田地域振興部,農業農村整備課,田角４期地区　地すべり関連調査その２業務　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田角　　　　　　　　,地内　　　　　　　　,（株）歌建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,961,000 "," 2,143,171 "," 2,300,697 ", 10 ,条件付一般競争入札,
20090915,有田地域振興部,農業農村整備課,金屋工区第２揚水機場バルブ保全工事　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,丹生　　　　　　　　,地内　　　　　　　　,（有）吹石重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,196,000 "," 11,673,784 "," 11,698,785 ", 10 ,条件付一般競争入札,
20090915,有田地域振興部,農業農村整備課,須谷・田殿２期地区田殿第２水槽改修工事　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田口　　　　　　　　,地内　　　　　　　　,（株）ケイズ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 23,121,000 "," 18,881,062 "," 21,682,500 ", 1 ,条件付一般競争入札,
20090915,有田地域振興部,農業農村整備課,須谷・田殿２期地区須谷第２水槽改修工事　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,宮原町　東　　　　　,地内　　　　　　　　,（株）ケイズ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,872,500 "," 24,825,244 "," 28,350,000 ", 3 ,条件付一般競争入札,
20090914,那賀地域振興部,森林整備課,奥地保安林保全緊急対策事業(奥地保安林第3号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,中鞆渕　　　　　　　,字米ノ郷地内　　　　,北本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 41,790,000 "," 34,705,399 "," 35,020,650 ", 4 ,条件付一般競争入札（総合評価）,
20090909,日高地域振興部,農業農村整備課,平野岡池地区測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,150,500 "," 5,080,430 "," 5,090,440 ", 24 ,条件付一般競争入札,
20090909,日高地域振興部,農業農村整備課,平野岡池地区土質調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,732,500 "," 1,216,388 "," 1,216,388 ", 18 ,条件付一般競争入札,
20090909,日高地域振興部,農業農村整備課,油河池地区測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,原谷　　　　　　　　,地内　　　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,594,000 "," 4,712,731 "," 4,731,195 ", 23 ,条件付一般競争入札,
20090909,西牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第17号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,秋津川中通　　　　　,地内　　　　　　　　,ＳＵＮ頼’Ｓ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,289,650 "," 2,652,898 "," 2,657,313 ", 15 ,条件付一般競争入札,
20090907,那賀地域振興部,農業農村整備課,西工区ほ場整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,（株）原組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 88,315,500 "," 73,141,300 "," 74,550,000 ", 10 ,条件付一般競争入札（総合評価）,
20090903,海草地域振興部,森林整備課,復旧治山事業(復旧第1号-2),海草郡　紀美野町　　,井堰　　　　　　　　,奥ノ谷　地内　　　　,上中建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,845,900 "," 18,795,702 "," 19,005,000 ", 6 ,条件付一般競争入札,
20090903,海草地域振興部,森林整備課,予防治山事業(予防第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,長谷宮　　　　　　　,月ノ盛　地内　　　　,上中建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,849,450 "," 17,776,555 "," 17,965,500 ", 6 ,条件付一般競争入札,
20090902,海草地域振興部,農業農村整備課,中田地区地すべり調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,中田　　　　　　　　,地内　　　　　　　　,（株）白浜試錐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 31,479,000 ", - ," 15,225,000 ", 8 ,条件付一般競争入札,
20090902,海草地域振興部,農業農村整備課,安原地区朝日水路改修その２工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,朝日　　　　　　　　,地内　　　　　　　　,（有）和歌山ライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,823,000 "," 9,610,519 "," 9,811,095 ", 7 ,条件付一般競争入札,
20090826,伊都地域振興部,森林整備課,予防治山事業調査測量設計業務委託(予防第12号-1)　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字花園梁瀬　　　　,字栂原地内　　　　　,（有）尾崎測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,156,050 "," 815,776 "," 981,750 ", 13 ,条件付一般競争入札,
20090826,日高地域振興部,農業農村整備課,新池（三百瀬）地区堤体改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,三百瀬　　　　　　　,地内　　　　　　　　,（株）玉井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 98,889,000 "," 83,484,670 "," 86,100,000 ", 8 ,条件付一般競争入札（総合評価）,
20090826,日高地域振興部,農業農村整備課,新池（野島）地区堤体改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　野島　　　　,地内　　　　　　　　,（株）小林建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 60,994,500 "," 51,042,141 "," 57,960,000 ", 4 ,条件付一般競争入札（総合評価）,
20090826,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-6)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　東谷　地内　　　,（有）共栄産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,819,200 "," 8,784,959 "," 8,785,350 ", 23 ,条件付一般競争入札,
20090826,日高地域振興部,森林整備課,予防治山事業(予防第5号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　姉子　　　　　,字　日浦　地内　　　,（株）芝崎組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 42,726,600 "," 35,435,696 "," 35,506,800 ", 11 ,条件付一般競争入札（総合評価）,
20090825,農業農村整備課,農業農村整備課,和歌山県鳥獣害捕獲技術向上施設（射撃場）基本構想策定業務委託　　　　　　　　　　,有田郡　湯浅町　　　,山田　　　　　　　　,地内　　　　　　　　,日本工営（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,005,750 "," 2,826,457 "," 3,360,000 ", 2 ,条件付一般競争入札,
20090820,西牟婁地域振興部,農業農村整備課,中三栖工区舗装工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中三栖　　　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,995,500 "," 4,904,625 "," 5,670,000 ", 12 ,条件付一般競争入札,
20090819,海草地域振興部,農業農村整備課,慶権寺池放水路設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,鳥居　　　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,307,500 "," 2,333,772 "," 2,333,772 ", 19 ,条件付一般競争入札,
