 平成２２年４月１日から平成２３年３月３１日までの分 ,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格, 最低制限価格若しくは調査基準価格 , 落札価格 ,応札業者数,入札形式
20101116,日高建設部,道路建設課,玄子和佐線　小規模改良　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,入野　　　　　　　　,地内　　　　　　　　,（株）古部組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 41,218,800 "," 35,572,093 "," 35,664,300 ",13,一般競争入札（総合評価）
20101116,日高建設部,道路保全課,御坊由良線（外）　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,阿尾（外）　　　　　,地内　　　　　　　　,（株）溝畑組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,007,700 "," 5,882,436 "," 5,891,550 ",8,一般競争入札
20101116,日高建設部,道路保全課,田辺印南線　交通安全施設等整備　測量設計業務　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,東本庄　　　　　　　,地内　　　　　　　　,（株）日高測地　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,551,500 "," 1,877,305 "," 1,974,000 ",10,一般競争入札
20101116,日高建設部,道路保全課,印南原印南線（外）　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原（外）　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,363,250 "," 7,108,909 "," 7,770,000 ",7,一般競争入札
20101116,日高建設部,道路保全課,田辺印南線　道路災害防除　工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,東本庄　　　　　　　,地内　　　　　　　　,（有）山本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,389,100 "," 7,775,460 "," 7,778,295 ",11,一般競争入札
20101116,日高建設部,道路保全課,国道４２５号　道路災害防除　調査業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,川又（外）　　　　　,地内　　　　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,719,500 "," 2,136,172 "," 2,137,800 ",21,一般競争入札
20101116,日高建設部,道路保全課,中芳養南部線　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,芝　　　　　　　　　,地内　　　　　　　　,紀南電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,390,450 "," 2,811,910 "," 2,830,800 ",10,一般競争入札
20101116,日高建設部,道路保全課,御坊中津線　交通安全施設等整備　工事　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,熊野　　　　　　　　,地内　　　　　　　　,出口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 31,115,700 "," 26,877,312 "," 27,321,000 ",13,一般競争入札（総合評価）
20101116,日高建設部,道路保全課,国道４２４号　地方道路交付金（外）　合併工事　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,清川　　　　　　　　,地内　　　　　　　　,杉谷産業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,104,600 "," 36,787,060 "," 36,918,000 ",17,一般競争入札（総合評価）
20101116,日高建設部,河川課,西川（外）　河川修繕　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,萩原（外）　　　　　,地内　　　　　　　　,（有）豊栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,845,750 "," 4,130,009 "," 4,138,260 ",12,一般競争入札
20101116,日高建設部,砂防課,寺垣内地区　災害緊急砂防　工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,清川　　　　　　　　,地内　　　　　　　　,志賀造園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,354,100 "," 1,960,182 "," 1,968,750 ",5,一般競争入札
20101116,日高建設部,砂防課,奥軽井川５地区　災害緊急砂防　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,清川　　　　　　　　,地内　　　　　　　　,タナカ技研（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,598,100 "," 1,333,050 "," 1,345,050 ",6,一般競争入札
20101116,日高建設部,港湾整備課,印南漁港　漁港整備（地域）　測量業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南　　　　　　　　,地内　　　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,155,000 "," 852,279 "," 855,618 ",11,一般競争入札
20101116,日高建設部,港湾整備課,印南漁港　漁港整備（地域）　設計業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南　　　　　　　　,地内　　　　　　　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,753,500 "," 1,387,562 "," 1,617,000 ",6,一般競争入札
20101116,日高建設部,港湾整備課,美浜海岸　津波・高潮危機管理対策緊急　設計業務　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,和田　　　　　　　　,地内　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,722,000 "," 1,313,174 "," 1,596,000 ",6,一般競争入札
20101115,道路保全課,道路保全課,道の駅情報端末設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山県内　　　　　,　　　　　　　　　　,　　　　　　　　　　,（有）匠建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,346,600 "," 4,418,505 "," 4,462,500 ",12,一般競争入札
20101115,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜　　　　　　　　,地内　　　　　　　　,（株）貴志安商店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,973,800 "," 11,166,355 "," 11,179,980 ",20,一般競争入札
20101115,那賀建設部,道路建設課,西脇工区地質調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,西脇　　　　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,399,500 "," 3,407,801 "," 3,417,382 ",22,一般競争入札
20101115,那賀建設部,道路建設課,西脇工区測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,西脇　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,585,500 "," 1,123,544 "," 1,417,500 ",10,一般競争入札
20101115,那賀建設部,道路建設課,西脇工区道路設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,西脇　　　　　　　　,地内　　　　　　　　,（株）ネクサス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,549,000 "," 2,727,837 "," 2,738,400 ",14,一般競争入札
20101115,那賀建設部,道路保全課,泉佐野打田線　交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,重行　　　　　　　　,地内　　　　　　　　,紀南電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 21,241,500 "," 17,678,603 "," 18,060,000 ",3,一般競争入札
20101115,那賀建設部,道路保全課,かつらぎ桃山線　交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町神田　　　　　,地内　　　　　　　　,（株）宮村土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,717,800 "," 19,427,152 "," 19,553,100 ",11,一般競争入札
20101115,那賀建設部,道路保全課,中尾名手市場線　地方道路交付金道路保全工事　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,切畑　　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,095,250 "," 5,145,821 "," 5,156,550 ",7,一般競争入札
20101112,伊都建設部,道路建設課,国道３７１号　道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,相ノ浦　　　　　　　,地内　　　　　　　　,（株）仲山建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,622,850 "," 9,060,912 "," 9,081,324 ",3,一般競争入札
20101112,伊都建設部,道路建設課,那賀かつらぎ線　道路改築紀の川用水影響検討業務　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,笠田中　　　　　　　,地内　　　　　　　　,サンコーコンサルタント（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,638,500 "," 4,174,686 "," 4,204,200 ",8,一般競争入札
20101112,伊都建設部,道路保全課,高野天川線外　舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,高野山　　　　　　　,外地内　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,801,700 "," 15,170,264 "," 17,325,000 ",14,一般競争入札
20101112,伊都建設部,砂防課,広野地区　地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,短野　　　　　　　　,地内　　　　　　　　,（株）仲山建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,895,350 "," 5,751,112 "," 5,763,324 ",3,一般競争入札
20101112,伊都建設部,砂防課,広野地区　地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,短野　　　　　　　　,地内　　　　　　　　,（株）天野組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,135,100 "," 11,823,261 "," 11,833,500 ",13,一般競争入札
20101112,伊都建設部,砂防課,有田川　通常砂防工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園北寺　　　　　　,地内　　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 30,465,750 "," 26,046,940 "," 26,566,050 ",6,一般競争入札（総合評価）
20101112,東牟婁串本建設部,道路建設課,那智勝浦古座川線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,小川　　　　　　　　,地内　　　　　　　　,（有）隅田建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,374,650 "," 9,513,504 "," 9,542,400 ",13,一般競争入札
20101112,東牟婁串本建設部,道路保全課,すさみ古座線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,宇津木　　　　　　　,地内　　　　　　　　,堀周電気大水崎店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,061,250 "," 5,822,721 "," 7,035,000 ",2,一般競争入札
20101112,東牟婁新宮建設部,道路建設課,国道１６８号小規模改良外合併工事　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,南檜杖　　　　　　　,地内　　　　　　　　,三浦組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,980,000 "," 6,748,007 "," 6,751,500 ",17,一般競争入札
20101112,東牟婁新宮建設部,道路保全課,国道１６９号社会資本整備交付金外合併工事　　　　　　　　　　　　　　　　　　　　,東牟婁郡　北山村　　,下尾井　　　　　　　,地内　　　　　　　　,（株）海邊組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,025,600 "," 17,158,365 "," 17,159,100 ",31,一般競争入札
20101112,東牟婁新宮建設部,道路保全課,那智山勝浦線（那智大橋）橋りょう長命化対策工事　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,天満　　　　　　　　,地内　　　　　　　　,春日工産　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,827,950 "," 15,207,889 "," 15,367,800 ",7,一般競争入札
20101112,東牟婁新宮建設部,河川課,高田川河川災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,相賀　　　　　　　　,地内　　　　　　　　,木下建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,194,000 "," 16,149,170 "," 16,300,095 ",9,一般競争入札
20101112,東牟婁新宮建設部,砂防課,射矢の谷川砂防調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,新宮　　　　　　　　,地内　　　　　　　　,（株）武田基礎調査　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,617,000 "," 1,283,251 "," 1,290,450 ",8,一般競争入札
20101112,東牟婁新宮建設部,港湾整備課,新宮港港湾環境整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,（株）洞口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,338,200 "," 4,479,768 "," 4,479,768 ",21,一般競争入札
20101112,東牟婁新宮建設部,港湾整備課,新宮港港湾浚渫外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,外地先　　　　　　　,（株）夏山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,681,000 "," 8,039,068 "," 9,397,500 ",3,一般競争入札
20101112,東牟婁新宮建設部,港湾整備課,那智勝浦海岸海岸堤防等老朽化対策緊急工事　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,浜の宮　　　　　　　,地内　　　　　　　　,（有）﨑建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 93,893,100 "," 81,246,415 "," 81,448,500 ",16,一般競争入札（総合評価）
20101112,東牟婁新宮建設部,港湾整備課,那智勝浦海岸海岸堤防等老朽化対策緊急工事　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,浜の宮　　　　　　　,地内　　　　　　　　,（有）小阪組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 81,765,600 "," 71,141,700 "," 71,190,000 ",16,一般競争入札（総合評価）
20101111,公共建築課,公共建築課,和歌山東警察署耐震改修電気設備工事　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,栗栖　　　　　　　　,地内　　　　　　　　,第一電機設備工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 193,000,500 "," 166,732,003 "," 166,832,400 ",6,一般競争入札（総合評価）
20101111,海草建設部,道路建設課,西脇山口線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,武内電気（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,570,000 "," 3,110,167 "," 3,209,850 ",4,一般競争入札
20101111,海草建設部,道路建設課,小豆島船所線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,（株）里村建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,050,900 "," 3,318,323 "," 3,319,260 ",15,一般競争入札
20101111,西牟婁建設部,道路建設課,温川田辺線外小規模改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上三栖　　　　　　　,地内　　　　　　　　,松本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 24,876,600 "," 21,278,250 "," 21,310,800 ",22,一般競争入札
20101111,西牟婁建設部,道路建設課,温川田辺線小規模改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上三栖　　　　　　　,地内　　　　　　　　,（株）谷口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,273,350 "," 6,088,258 "," 6,094,401 ",34,一般競争入札
20101111,西牟婁建設部,道路建設課,上富田すさみ線地方特定道路整備外合併工事　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,生馬　　　　　　　　,地内　　　　　　　　,ワシン建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 30,737,700 "," 26,031,842 "," 26,478,900 ",8,一般競争入札（総合評価）
20101111,西牟婁建設部,道路保全課,国道３１１号社会資本整備交付金交通安全工事　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,市ノ瀬　　　　　　　,地内　　　　　　　　,（有）千ノ本石材　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,618,650 "," 8,974,009 "," 8,989,501 ",16,一般競争入札
20101111,西牟婁建設部,砂防課,本宮地区地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,（株）小原工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 44,155,650 "," 37,930,676 "," 37,932,510 ",13,一般競争入札（総合評価）
20101111,西牟婁建設部,公共建築課,神島高校旧体育館他撤去工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,文里二丁目　　　　　,地内　　　　　　　　,（株）テンコーライフ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 42,875,700 "," 38,257,956 "," 38,482,500 ",14,一般競争入札（総合評価）
20101111,東牟婁串本建設部,砂防課,細田本谷地区外砂防修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,串本外　　　　　　　,地内　　　　　　　　,南紀建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,797,450 "," 3,985,354 "," 3,997,350 ",5,一般競争入札
20101110,海草建設部,河川課,亀の川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）井上工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,096,850 "," 1,756,297 "," 2,058,000 ",4,一般競争入札
20101110,西牟婁建設部,砂防課,小竹畑地区特殊急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村宮代　　　　　,地内　　　　　　　　,芝田建築　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,980,300 "," 1,659,310 "," 1,663,515 ",6,一般競争入札
20101110,東牟婁新宮建設部,道路保全課,那智山勝浦線外交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,那智山外　　　　　　,地内　　　　　　　　,寺前電工（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,242,800 "," 1,840,043 "," 1,868,475 ",8,一般競争入札
20101110,東牟婁新宮建設部,道路保全課,那智勝浦本宮線交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,西中野川外　　　　　,地内　　　　　　　　,タマキ工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,204,350 "," 996,338 "," 1,050,000 ",12,一般競争入札
20101110,東牟婁新宮建設部,道路保全課,那智勝浦熊野川線交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町鎌塚外　　　,地内　　　　　　　　,（株）コスモライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,015,350 "," 842,927 "," 903,000 ",12,一般競争入札
20101110,東牟婁新宮建設部,砂防課,長音庵地区特殊急傾斜地崩壊対策外合併工事　　　　　　　　　　　　　　　　　　　　,東牟婁郡　太地町　　,太地　　　　　　　　,外地内　　　　　　　,協新工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,585,500 "," 1,325,116 "," 1,328,775 ",10,一般競争入札
20101109,公共建築課,都市政策課,紀三井寺公園地質調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,毛見　　　　　　　　,地内　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,221,500 "," 6,978,607 "," 6,987,750 ",24,一般競争入札
20101109,公共建築課,公共建築課,向陽高校渡り廊下新築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,太田　　　　　　　　,地内　　　　　　　　,（株）創和建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,067,400 "," 8,885,144 "," 8,904,000 ",11,一般競争入札
20101109,公共建築課,公共建築課,和歌山東警察署耐震改修工事監理業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,栗栖　　　　　　　　,地内　　　　　　　　,（株）バウ建築企画設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,533,000 ", - ," 25,620,000 ",7,一般競争入札
20101109,公共建築課,公共建築課,和歌山盲学校プール改修建築工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,府中　　　　　　　　,地内　　　　　　　　,保田建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,635,700 "," 11,111,083 "," 11,134,200 ",13,一般競争入札
20101109,公共建築課,公共建築課,海南高校大成校舎体育館他耐震改修工事　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,動木　　　　　　　　,地内　　　　　　　　,下津建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 25,770,150 "," 22,792,019 "," 22,807,050 ",4,一般競争入札
20101109,公共建築課,公共建築課,紀北青少年の家本館・食堂棟耐震補強機械設備工事　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,中飯降　　　　　　　,地内　　　　　　　　,（株）紀北環境衛生センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,788,250 "," 5,877,333 "," 5,958,750 ",7,一般競争入札
20101109,和歌山下津港湾事務所,港湾空港振興課,和歌山下津港　港湾施設管理工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜　　　　　　　　,地内　　　　　　　　,（株）幸輝開発　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,999,200 "," 1,656,144 "," 1,676,850 ",6,一般競争入札
20101109,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,武内電気（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,189,500 "," 3,736,615 "," 3,762,150 ",5,一般競争入札
20101109,海草建設部,道路建設課,国道３７０号道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）信栄補償設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 294,000 "," 236,363 "," 292,950 ",2,一般競争入札
20101109,海草建設部,道路建設課,国道３７０号道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,407,000 "," 1,095,973 "," 1,104,234 ",12,一般競争入札
20101109,海草建設部,道路建設課,日方大野中藤白線地方特定道路整備調査業務　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,日方　　　　　　　　,外地内　　　　　　　,（株）信栄補償設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 871,500 "," 705,240 "," 777,000 ",2,一般競争入札
20101109,海草建設部,道路建設課,和歌山橋本線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,神前　　　　　　　　,地内　　　　　　　　,良誠工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 31,432,800 "," 27,113,032 "," 27,793,500 ",8,一般競争入札（総合評価）
20101109,海草建設部,河川課,清水川砂防災害復旧外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,大川　　　　　　　　,地内　　　　　　　　,（有）丸浦工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,359,850 "," 5,378,827 "," 6,104,700 ",5,一般競争入札
20101109,海草建設部,河川課,加茂川地震・高潮対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町方　　　　　　,地内　　　　　　　　,（株）ライオンズ興産　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,351,300 "," 7,918,551 "," 7,944,300 ",6,一般競争入札
20101109,那賀建設部,道路建設課,横谷工区道路計画基本設計その２業務　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,横谷　　　　　　　　,地内　　　　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,541,000 "," 1,874,281 "," 1,912,050 ",12,一般競争入札
20101109,那賀建設部,道路建設課,横谷工区道路計画基本設計その１業務　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,横谷　　　　　　　　,地内　　　　　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,932,000 "," 1,399,259 "," 1,440,600 ",13,一般競争入札
20101109,那賀建設部,道路保全課,垣内貴志川線道路環境整備外合併工事　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町野田原　　　　,地内　　　　　　　　,（有）加納建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,389,800 "," 2,006,890 "," 2,008,545 ",8,一般競争入札
20101109,那賀建設部,下水道課,紀の川中流流域下水道（  那賀処理区）  桃山幹線管渠（推進）工事　　　　　　　　　,紀の川市　　　　　　,桃山町調月　　　　　,地内　　　　　　　　,（株）川嶋工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 59,070,900 "," 50,310,788 "," 50,824,200 ",19,一般競争入札（総合評価）
20101109,伊都建設部,河川課,田原川　河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,高野口町田原　　　　,地内　　　　　　　　,（株）岡水道設備　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,421,300 "," 1,994,800 "," 2,024,400 ",4,一般競争入札
