入札日,執行課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,日高建設部,井関御坊線地方特定道路整備工事,御坊市,湯川町　財部,地内,芝電器店,"766,500",0,"521,850",18,指名競争入札
,東牟婁串本建設部,串本海岸　海岸修繕　外合併　工事,東牟婁郡　串本町,串本,地内,（有）前芝フラワーショップ,"357,000",0,"315,000",11,指名競争入札
,東牟婁串本建設部,七川ダム　テレメーター設備　保守点検　業務,東牟婁郡　古座川町,佐田　外,地内,（株）サイバーリンクス,"3,083,850",0,"2,992,500",5,指名競争入札
,東牟婁串本建設部,古座川　河川修繕　工事,東牟婁郡　古座川町,高池,地内,（有）東組,"3,660,300","2,505,300","2,505,300",11,指名競争入札
,東牟婁串本建設部,七川ダム　無線局再免許申請　業務,東牟婁郡　古座川町,佐田　外,地内,（株）サイバーリンクス,"108,550",0,"102,900",5,指名競争入札
,東牟婁串本建設部,泉谷川　通常砂防　工事,西牟婁郡　すさみ町,江須之川,地内,（有）ムカイ,"6,388,200","4,563,300","6,048,000",13,指名競争入札
,東牟婁串本建設部,すさみ古座線　道路改良　設計　業務,西牟婁郡　すさみ町,周参見,地内,中央復建コンサルタンツ（株）和歌山営業所,"47,239,500",0,"41,790,000",15,指名競争入札
,東牟婁串本建設部,すさみ古座線　道路維持修繕　工事,西牟婁郡　すさみ町,本家平,地内,（有）榎本組,"1,347,150",0,"1,008,000",14,指名競争入札
,東牟婁串本建設部,国道３７１号　小規模道路改良　工事,東牟婁郡　古座川町,平井,地内,森組,"5,838,000","4,354,350","5,775,000",10,指名競争入札
,東牟婁串本建設部,すさみ古座線　道路改良　設計　業務,西牟婁郡　すさみ町,周参見,地内,日本建設コンサルタント（株）大阪支社,"21,672,000",0,"20,265,000",15,指名競争入札
,東牟婁新宮建設部,市田川河川調査業務,新宮市,五新,地内,（有）平井設計,"871,500",0,"819,000",9,指名競争入札
,東牟婁新宮建設部,近畿自然歩道（鷲の巣崎遊歩道）整備工事,東牟婁郡　太地町,太地,地内,（有）新英,"14,920,500","10,677,450","14,647,500",14,指名競争入札
,東牟婁新宮建設部,長谷川通常砂防調査業務,東牟婁郡　那智勝浦町,井関,地内,（有）平井設計,"1,743,000",0,"1,648,500",9,指名競争入札
,東牟婁新宮建設部,下田原漁港整備（地域）工事,東牟婁郡　串本町,下田原,地先,（株）小森組,"54,265,050","41,232,450","52,500,000",21,指名競争入札
,東牟婁新宮建設部,赤木川河川修繕工事,新宮市,熊野川町赤木,地内,南方建設,"7,649,250","5,261,550","7,486,500",15,指名競争入札
,東牟婁新宮建設部,那智勝浦熊野川線小規模道路改良工事,新宮市,熊野川町椋ノ井,地内,（株）三崎舗道,"10,684,800","7,665,000","10,468,500",7,指名競争入札
,東牟婁新宮建設部,高田相賀線道路改良工事,新宮市,高田,地内,（株）平野商会,"2,365,650",0,"2,294,250",9,指名競争入札
,東牟婁新宮建設部,国道１６９号道路災害防除工事,東牟婁郡　北山村,小森,地内,中松建設,"7,721,700","5,683,650","7,560,000",15,指名競争入札
,東牟婁新宮建設部,那智山勝浦線地方道路交付金測量設計業務,東牟婁郡　那智勝浦町,井関,地内,進創設計,"693,000",0,"672,000",10,指名競争入札
,東牟婁新宮建設部,国道１６８号外交通安全施設等整備工事,新宮市,南桧杖外,地内,（株）タイト工業,"1,333,500",0,"1,260,000",14,指名競争入札
,東牟婁新宮建設部,あけぼの広角線設計業務,新宮市,新宮,地内,日本工営（株）和歌山営業所,"3,496,500",0,"3,255,000",15,指名競争入札
,東牟婁新宮建設部,高田相賀線道路改良工事,新宮市,高田,地内,（有）小阪組,"7,798,350","5,555,550","7,476,000",7,指名競争入札
,東牟婁新宮建設部,あけぼの広角線道路改良工事,新宮市,新宮,地内,（株）海邊組,"45,036,600","34,781,250","44,100,000",7,指名競争入札
20060125,海草建設部,秋月海南線道路改良測量業務,和歌山市,神前,地内,ワコウコンサルタント（株）,"11,109,000",0,"10,531,500",15,指名競争入札
,海草建設部,松島本渡線街路整備測量業務,和歌山市,神前,地内,ワコウコンサルタント（株）,"11,109,000",0,"10,531,500",15,指名競争入札
,西牟婁建設部,田辺漁港海岸修繕工事,田辺市,扇ケ浜,地先,家根谷土木,"1,452,150",0,"1,417,500",15,指名競争入札
,西牟婁建設部,本宮地区砂防調査外合併測量業務,田辺市,本宮町本宮,外地内,（有）熊野測量設計事務所,"1,228,500",0,"1,155,000",18,指名競争入札
,西牟婁建設部,国道４２５号道路改築工事,田辺市,龍神村福井,地内,（株）深瀬組,"1,829,100",0,"1,785,000",10,指名競争入札
,西牟婁建設部,丸田地区急傾斜地崩壊対策工事,田辺市,龍神村甲斐ノ川,地内,（株）深瀬組,"2,541,000","1,837,500","2,478,000",15,指名競争入札
,西牟婁建設部,栽培漁業センター魚類棟屋根葺替工事,東牟婁郡　那智勝浦町,勝浦,地内,丸義住宅,"8,177,400","6,648,600","7,413,000",19,指名競争入札
,西牟婁建設部,田辺市外砂防基礎調査業務,田辺市,,外地内,三井共同建設コンサルタント（株）関西支社,"11,707,500",0,"9,870,000",15,指名競争入札
,西牟婁建設部,稲成川通常砂防調査業務,田辺市,稲成町,地内,日本総合補償鑑定（株）大阪支店,"661,500",0,"598,500",15,指名競争入札
,西牟婁建設部,稲成川通常砂防工事,田辺市,稲成町,地内,（有）新井組,"9,406,950","7,291,200","9,219,000",15,指名競争入札
,西牟婁建設部,県営住宅鮎川団地階段手すり設置工事,田辺市,鮎川,地内,（株）谷川建設,"897,750",0,"619,500",12,指名競争入札
20060124,和歌山下津港湾事務所,和歌山下津港　港湾改良　工事,海南市,下津町　下津,地先,（株）丸山組,"55,069,350","42,261,450","52,290,000",18,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　県単災害復旧　工事,和歌山市,雑賀崎,地内,（株）東組,"506,100",0,"451,500",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　県単災害復旧　工事,有田市,初島,地内,白樫建設,"350,700",0,"336,000",10,指名競争入札
20060123,有田建設部,井関御坊線単独災害査定用委託業務,有田郡　広川町,上津木,地内,（株）アイエステ―,"8,914,500",0,"8,799,000",3,指名競争入札
20060120,有田建設部,土砂災害情報処理装置改造業務,有田郡　湯浅町,湯浅,地内,日本無線（株）関西支社,"2,437,050",0,"2,310,000",11,指名競争入札
,有田建設部,中継局設置工事,有田郡　有田川町,清水,外地内,日本無線（株）関西支社,"12,483,450","9,986,550","11,865,000",11,指名競争入札
,有田建設部,井関御坊線地方特定道路整備工事,有田郡　広川町,下津木,地内,（株）田中鉄工所,"4,149,600","3,071,250","4,084,500",16,指名競争入札
,有田建設部,野上清水線小規模道路改良工事,有田郡　有田川町,楠本,地内,島崎組,"3,952,200","2,831,850","3,801,000",16,指名競争入札
,有田建設部,吉備金屋線道路改良調査業務,有田郡　有田川町,明王寺,地内,（株）歌建築設計事務所,"735,000",0,"273,000",15,指名競争入札
,有田建設部,既設雨量局無線化工事,有田郡　有田川町,清水,外地内,日本無線（株）関西支社,"3,061,800","2,448,600","2,887,500",11,指名競争入札
,有田建設部,土木防災情報システム改造業務,有田郡　湯浅町,湯浅,地内,（株）日立製作所関西支社,"1,581,300",0,"1,470,000",11,指名競争入札
,有田建設部,和歌浦漁港海岸修繕工事,和歌山市,和歌浦,地先,和歌山塗装工業（株）,"1,242,150",0,"1,155,000",11,指名競争入札
,有田建設部,広川堤防改修工事,有田郡　広川町,名島,地内,広川建設,"6,452,250","4,453,050","6,352,500",17,指名競争入札
,有田建設部,江上川河川災害復旧工事,有田郡　広川町,山本,地内,紀州建設,"1,025,850",0,"1,012,200",14,指名競争入札
,有田建設部,江上川河川災害復旧工事,有田郡　広川町,山本,地内,紀州建設,"1,017,450",0,"1,002,750",14,指名競争入札
20060119,海草建設部,亀の川河川調査測量設計業務,和歌山市,毛見,地内,（有）和創技術,"420,000",0,"388,500",14,指名競争入札
,海草建設部,鳴滝川外河川修繕工事,和歌山市,園部外,地内,（有）上新建設,"3,188,850","2,274,300","2,274,300",18,指名競争入札
,海草建設部,和歌山野上線小規模道路改良工事,和歌山市,黒岩,地内,（有）鳶中筋組,"7,910,700","5,979,750","5,979,750",19,指名競争入札
,海草建設部,粉河加太線外交通安全施設等整備工事,和歌山市,加太外,地内,（株）平成建機,"3,319,050","2,248,050","2,248,050",19,指名競争入札
,海草建設部,鳴神木広線外街路樹管理業務,和歌山市,秋月外,地内,（有）光華園,"2,189,250",0,"1,039,500",16,指名競争入札
,海草建設部,新和歌浦梅原線交通安全施設等整備調査設計業務,和歌山市,舟津町４丁目外,地内,（株）間瀬コンサルタント和歌山営業所,"3,937,500",0,"3,675,000",15,指名競争入札
,海草建設部,和歌山橋本線地方道路交付金工事,和歌山市,森小手穂,地内,（有）西尾組,"13,614,300","10,148,250","10,148,250",17,指名競争入札
,海草建設部,交通センター免許試験コース等改修工事,和歌山市,西,地内,（有）和西建設,"991,200",0,"840,000",16,指名競争入札
,那賀建設部,上鞆渕那賀線道路災害復旧工事,紀の川市,横谷,地内,中山造園土木,"1,181,250",0,"1,113,000",14,指名競争入札
,那賀建設部,栄町線道路改良建物調査業務,紀の川市,名手市場,地内,（株）間瀬コンサルタント和歌山営業所,"3,475,500",0,"3,255,000",18,指名競争入札
,那賀建設部,殿田谷川外砂防修繕工事,紀の川市,荒見,地内,（株）岩垣建設,"611,100",0,"577,500",16,指名競争入札
,伊都建設部,紀の川流域下水道（伊都処理区）染色工場排水受入実験業務,伊都郡　かつらぎ町,萩原,・窪・背ノ山地内,（株）ニュ―ジェック和歌山事務所,"6,058,500",0,"5,565,000",15,指名競争入札
,伊都建設部,橋本川　総合流域防災工事,橋本市,東家,・古佐田地内,（株）藤岡組,"16,218,300","12,646,200","15,645,000",17,指名競争入札
,伊都建設部,滝地区　地すべり対策　調査業務,伊都郡　かつらぎ町,滝,地内,（株）武田基礎調査,"13,251,000",0,"5,040,000",10,指名競争入札
,伊都建設部,紀の川左岸２期地区　西渋田工区　法面保護工事,伊都郡　かつらぎ町,西渋田,地内,広門興業,"6,888,000","5,611,200","6,720,000",13,指名競争入札
,伊都建設部,国道４８０号　道路災害防除工事,伊都郡　かつらぎ町,日高,地内,奈和建設（株）,"8,584,800","5,814,900","8,400,000",13,指名競争入札
,伊都建設部,高野口野上線　交通安全施設等整備工事,伊都郡　九度山町,入郷,地内,（株）森下電機,"397,950",0,"375,900",13,指名競争入札
,伊都建設部,国道４８０号　小規模道路改良外合併工事,伊都郡　かつらぎ町,広口,外地内,（株）中野組,"1,011,150",0,"987,000",14,指名競争入札
,日高建設部,日高港海岸海岸修繕工事,日高郡　美浜町,浜ノ瀬,地内,西山建設,"3,795,750","3,082,800","3,082,800",16,指名競争入札
,日高建設部,前田川河川災害復旧工事,日高郡　由良町,衣奈,地内,（有）清水組,"1,115,100",0,"1,081,500",15,指名競争入札
,日高建設部,弥谷川河川災害復旧工事,日高郡　日高川町,弥谷,地内,（株）和歌山オイル,"1,109,850",0,"1,086,750",14,指名競争入札
,日高建設部,前田川河川災害復旧工事,日高郡　由良町,衣奈,地内,紀州住設,"1,122,450",0,"1,111,950",15,指名競争入札
,日高建設部,西川河川修繕（外）合併工事,日高郡　美浜町,田井,地内,（有）塩崎土建,"3,751,650","2,656,500","2,656,500",16,指名競争入札
,日高建設部,南部川（古川）総合流域防災工事,日高郡　みなべ町,東吉田,地内,モリモト造園,"9,579,150","7,066,500","9,093,000",17,指名競争入札
,日高建設部,国道４２５号道路設計業務,日高郡　印南町,高串,地内,（株）日建技術コンサルタント和歌山事務所,"7,959,000",0,"6,090,000",15,指名競争入札
,日高建設部,田辺印南線（外）道路維持修繕工事,日高郡　みなべ町,東本庄（外）,地内,ハヤ店電機商会,"2,136,750",0,"2,026,500",19,指名競争入札
,日高建設部,国道４２４号交通安全施設等整備工事,日高郡　日高川町,三十井川（外）,地内,（株）キンキ,"2,789,850","1,894,200","2,614,500",11,指名競争入札
,日高建設部,御坊美山線道路維持修繕工事,日高郡　日高川町,平川（外）,地内,林緑地建設,"1,138,200",0,"1,102,500",14,指名競争入札
,日高建設部,御坊美山線交通安全施設等整備工事,御坊市,湯川町　財部,地内,角寿工務店,"16,067,100","11,977,350","15,813,000",19,指名競争入札
,日高建設部,たかの金屋線小規模道路改良工事,日高郡　日高川町,高津尾川,地内,（株）上平建設,"2,153,550",0,"2,079,000",14,指名競争入札
,日高建設部,切目川ダム立木調査業務,日高郡　印南町,高串,地内,（有）ヤマニシ,"294,000",0,"273,000",13,指名競争入札
,東牟婁新宮建設部,南平野下里停車場線道路維持修繕工事,東牟婁郡　那智勝浦町,南大居,地内,（有）豊友産業,"834,750",0,"819,000",11,指名競争入札
20060118,公共建築課,古佐田丘中学校校舎整備電気設備他工事,橋本市,古佐田４丁目,地内,宮本電気工事,"3,450,300","2,789,850","3,309,600",15,指名競争入札
,公共建築課,ビッグ愛・ホエール便所オストメイト対応工事,和歌山市,手平２丁目,地内,（株）徳川総業,"2,857,050","2,251,200","2,251,200",16,指名競争入札
,公共建築課,秋葉山プールスタンドトイレ改修工事,和歌山市,秋葉町,地内,和歌山配管工事（株）,"3,449,250","2,718,450","3,150,000",18,指名競争入札
,海草建設部,日方川河川災害復旧工事,海南市,重根,地内,小川工業,"1,380,750",0,"1,333,500",18,指名競争入札
,海草建設部,国道３７０号道路災害復旧工事,海草郡　紀美野町,鎌滝,地内,井岡組,"4,213,650","3,017,700","4,042,500",19,指名競争入札
,海草建設部,大崎地区砂防調査業務,海南市,下津町大崎,地内,（株）阪神コンサルタンツ和歌山営業所,"651,000",0,"609,000",15,指名競争入札
,海草建設部,奥佐々阪井線半島振興道路整備工事,海南市,野上　中,地内,前窪工務店,"4,867,800","3,799,950","4,672,500",17,指名競争入札
,海草建設部,国道４２４号外交通安全施設等整備工事,海南市,上谷,外地内,（有）助野建設,"1,959,300",0,"1,869,000",17,指名競争入札
,海草建設部,下津港下津停車場線外舗装補修工事,海南市,下津町下津,外地内,（株）中原組,"2,274,300",0,"1,785,000",15,指名競争入札
,海草建設部,花園美里線道路改良設計業務,海草郡　紀美野町,長谷宮,地内,日技クラウン（株）京都支店,"1,376,550",0,"1,260,000",15,指名競争入札
,西牟婁建設部,文里港港湾改良工事,田辺市,,文里地先,東宝建設（株）,"10,197,600","7,670,250","9,870,000",15,指名競争入札
,西牟婁建設部,文里港港湾修繕工事,田辺市,,文里地先,東宝建設（株）,"10,197,600","7,670,250","9,870,000",15,指名競争入札
,西牟婁建設部,新宮高校視聴覚教室石綿除去他工事,新宮市,神倉,地内,大芝建材（株）,"13,441,050","11,424,892","12,547,500",12,指名競争入札
,西牟婁建設部,熊野川河川修繕工事,田辺市,本宮町土河屋,地内,繁盛興業,"3,666,600","2,508,450","3,517,500",15,指名競争入札
,西牟婁建設部,左会津川河川修繕工事,田辺市,上万呂,外地内,野田建設,"4,501,350",0,"4,410,000",15,指名競争入札
,西牟婁建設部,左会津川河川修繕工事,田辺市,下万呂,外地内,大江建設,"3,995,250",0,"3,874,500",15,指名競争入札
,西牟婁建設部,下川上牟婁線道路維持修繕外合併工事,田辺市,下川下,地内,淺川道路（株）,"2,426,550",0,"2,362,500",10,指名競争入札
,西牟婁建設部,温川田辺線舗装補修外合併工事,田辺市,上万呂,地内,（株）目良組,"2,321,550",0,"2,278,500",10,指名競争入札
,西牟婁建設部,上富田すさみ線道路災害防除工事,西牟婁郡　上富田町,生馬,地内,（株）後工務店,"3,814,650","2,595,600","3,738,000",15,指名競争入札
,西牟婁建設部,国道３１１号（中川橋）橋梁補修外合併工事,田辺市,,中辺路町二川地内,（株）中井組,"4,854,150","3,672,900","4,746,000",10,指名競争入札
,西牟婁建設部,日置港線外交通安全施設等整備工事,西牟婁郡　日置川町,日置,外地内,カメイ建設（株）,"1,158,150",0,"1,102,500",14,指名競争入札
,西牟婁建設部,国道３１１号（二川橋）橋梁補修外合併工事,田辺市,,中辺路町二川地内,ワシン建設（株）,"4,449,900","3,228,750","4,357,500",10,指名競争入札
,西牟婁建設部,南紀白浜空港線交通安全施設等整備工事,田辺市,新庄町,地内,関西建設（株）,"1,836,450",0,"1,732,500",14,指名競争入札
,西牟婁建設部,上富田南部線地方道路交付金工事,西牟婁郡　上富田町,岩田,地内,（株）清本組,"4,833,150","3,786,300","4,725,000",10,指名競争入札
,西牟婁建設部,田辺漁港漁港県単局部改良外合併工事,田辺市,扇ケ浜,地内,（株）大峯組,"1,478,400",0,"1,432,200",15,指名競争入札
,西牟婁建設部,国道３１１号道路災害防除工事,田辺市,中辺路町大川,地内,（株）中垣組,"28,922,250","20,283,900","28,329,000",17,指名競争入札
,西牟婁建設部,日高川河川修繕工事,田辺市,龍神村安井,外地内,西山組,"7,952,700","5,457,900","5,457,900",14,指名競争入札
,西牟婁建設部,安久川河川修繕工事,西牟婁郡　白浜町,堅田,地内,伊藤建設,"1,164,450",0,"1,113,000",12,指名競争入札
,西牟婁建設部,温川田辺線道路災害復旧工事,田辺市,下三栖,地内,（有）柳生建設,"1,156,050",0,"1,102,500",15,指名競争入札
20060117,和歌山下津港湾事務所,和歌山下津港　港湾改良　工事,和歌山市,毛見,地内,和光建設（株）,"6,143,550","4,951,800","5,638,500",15,指名競争入札
20060116,公共建築課,県民文化会館石綿除去他工事,和歌山市,小松原通１丁目,地内,（株）大野建設,"99,808,800",0,"79,800,000",17,指名競争入札
,白浜空港管理事務所,南紀白浜空港航空灯火施設維持修繕工事,西牟婁郡　白浜町,白浜,地内,（株）津村商会,"1,660,050",0,"1,575,000",14,指名競争入札
,東牟婁串本建設部,国道３７１号　小規模道路改良　測量設計　業務,東牟婁郡　古座川町,平井,地内,（株）関西技建,"4,557,000",0,"4,305,000",13,指名競争入札
,東牟婁串本建設部,すさみ古座線　道路災害防除　外合併　工事,東牟婁郡　古座川町,明神,地内,（有）土井建設,"2,126,250",0,"1,039,500",20,指名競争入札
20060113,公共建築課,県営今福第二団地建替（Ⅱ期）実施設計委託業務,和歌山市,今福３丁目,地内,（株）岡本設計事務所,"13,154,400",0,"12,337,500",9,指名競争入札
,那賀建設部,紀の川中流流域下水道（那賀処理区）那賀幹線管渠（推進）工事,紀の川市,打田,地内,三笠建設・畑中産業特定建設工事共同企業体,"187,752,600","142,722,300","173,250,000",16,受注希望公募型競争入札
,那賀建設部,紀の川中流流域下水道（那賀処理区）貴志川幹線管渠（推進）工事,紀の川市,貴志川町丸栖,地内,小池・畑中特定建設工事共同企業体,"126,526,050","96,166,350","118,545,000",15,受注希望公募型競争入札
,有田建設部,雑賀崎漁港整備（特定）測量業務,和歌山市,雑賀崎,地先,ワコウコンサルタント（株）,"1,963,500",0,"1,848,000",12,指名競争入札
,有田建設部,宮崎古江見線地方特定道路整備工事,有田市,宮崎町,地内,大福建設,"3,288,600","2,357,250","3,213,000",17,指名競争入札
,有田建設部,井関御坊線地方特定道路整備工事,有田郡　広川町,上津木,地内,（株）栗川組,"2,517,900","1,803,900","2,441,250",18,指名競争入札
,有田建設部,国道４８０号道路維持修繕工事,有田郡　有田川町,東大谷,外地内,（株）篠原組,"4,300,800","3,162,600","4,147,500",17,指名競争入札
,有田建設部,境川金屋線小規模道路改良工事,有田郡　有田川町,伏羊,地内,（株）溝畑組,"1,894,200",0,"1,837,500",8,指名競争入札
,有田建設部,宮崎古江見線外地方特定道路整備外合併工事,有田市,宮崎町,外地内,（株）東組,"10,441,200","7,546,350","9,807,000",8,指名競争入札
,東牟婁新宮建設部,いら原川（右岸）河川災害復旧工事,新宮市,熊野川町東敷屋,地内,（株）上野組,"5,057,850","3,471,300","4,935,000",20,指名競争入札
,東牟婁新宮建設部,赤木川河川災害復旧工事,新宮市,熊野川町上長井,地内,（有）松岡組,"15,732,150","11,044,950","15,256,500",16,指名競争入札
,東牟婁新宮建設部,長谷川河川修繕工事,東牟婁郡　那智勝浦町,井関,地内,（有）豊友産業,"3,501,750","2,402,400","3,433,500",11,指名競争入札
,東牟婁新宮建設部,那智勝浦本宮線道路災害防除工事,東牟婁郡　那智勝浦町,上長井,地内,（株）洞口組,"2,968,350","2,132,550","2,908,500",11,指名競争入札
,東牟婁新宮建設部,那智山勝浦線半島振興道路整備資料作成業務,東牟婁郡　那智勝浦町,浜の宮,地内,清水不動産鑑定士事務所,"1,333,500",0,"1,260,000",9,指名競争入札
,東牟婁新宮建設部,下田原漁港維持管理工事,東牟婁郡　串本町,下田原,地内,（株）小森組,"3,710,700","2,801,400","3,570,000",9,指名競争入札
,東牟婁新宮建設部,赤木川河川災害復旧工事,新宮市,熊野川町滝本,地内,東建設,"7,646,100","5,259,450","7,486,500",20,指名競争入札
,東牟婁新宮建設部,赤木川河川災害復旧工事,新宮市,熊野川町椋井,地内,（株）川合組,"14,529,900","10,159,800","14,239,050",20,指名競争入札
,東牟婁新宮建設部,赤木川河川災害復旧工事,新宮市,熊野川町椋井,地内,（有）タイセイ産業,"3,900,750","2,677,500","3,822,000",21,指名競争入札
,東牟婁新宮建設部,北山川河川災害復旧工事,新宮市,熊野川町嶋津,地内,阪口建設,"6,437,550","4,420,500","6,279,000",20,指名競争入札
,東牟婁新宮建設部,いら原川河川災害復旧工事,新宮市,熊野川町東敷屋,地内,（株）果無建設,"15,703,800","11,023,950","15,225,000",16,指名競争入札
20060112,海草建設部,紀三井寺公園整備工事,和歌山市,毛見,地内,世紀東急工業（株）関西支店,"36,121,050","30,702,892","33,915,000",11,指名競争入札
,海草建設部,紀三井寺競技場側溝修繕工事,和歌山市,毛見,地内,（株）浅井良工務店,"7,695,450","5,304,600","5,304,600",19,指名競争入札
,海草建設部,毛見地区急傾斜地崩壊対策工事,和歌山市,毛見,地内,（株）伊藤組,"6,271,650","4,560,150","4,560,150",10,指名競争入札
,海草建設部,紀三井寺公園整備工事,和歌山市,毛見,地内,世紀東急工業（株）関西支店,"18,914,700","16,077,495","17,850,000",11,指名競争入札
,海草建設部,粉河加太線道路改良調査業務,和歌山市,宇田森外,地内,長尾建築設計事務所,"1,071,000",0,"346,500",13,指名競争入札
,海草建設部,和歌山海南線外交通安全施設等整備測量設計業務,和歌山市,小雑賀外,地内,ワコウコンサルタント（株）,"3,139,500",0,"2,971,500",15,指名競争入札
,海草建設部,和歌山野上線外道路維持修繕工事,和歌山市,寺内外,地内,（株）ＮＫ技建,"2,867,550","1,941,450","1,941,450",17,指名競争入札
,海草建設部,和歌山停車場線交通安全施設等整備工事,和歌山市,友田町５丁目外,地内,（有）山健重機整備,"3,536,400","2,387,700","2,387,700",18,指名競争入札
,海草建設部,西脇山口線（坂田）（仮称）蛇の舞池橋上部工（下り線）工事,和歌山市,本脇,地内,竹島鉄工建設（株）,"92,591,100","75,541,200","75,541,200",9,指名競争入札
,那賀建設部,紀の川中流流域下水道（那賀処理区）那賀浄化センター周辺整備（その３）工事,那賀郡　岩出町,中島,地内,（株）河井組,"5,744,550","4,237,800","5,449,500",15,指名競争入札
,那賀建設部,泉佐野岩出線（南伸環境基礎調査）道路調査設計業務,紀の川市,貴志川町尼寺,外地内,（株）パスコ和歌山支店,"5,764,500",0,"5,355,000",12,指名競争入札
,那賀建設部,荒見粉河線（龍門橋）道路照明漏電調査業務,紀の川市,粉河,地内,林工業所,"661,500",0,"614,250",10,指名競争入札
,伊都建設部,国道３７１号（仮称　中南大橋）特殊改良一種工事,伊都郡　かつらぎ町,花園中南,地内,高田・初島特定建設工事共同企業体,"819,228,900","653,667,000","442,995,000",7,受注希望公募型競争入札
,有田建設部,国道４２４号（仮称修理川２号橋）道路改築工事,有田郡　有田川町,修理川,地内,日本橋梁（株）和歌山営業所,"134,432,550","108,121,650","108,121,650",2,条件付一般競争入札
,日高建設部,由良港海岸（柏地区）港湾海岸調査測量業務,日高郡　日高町,柏,地内,（株）日高測地,"693,000",0,"630,000",11,指名競争入札
,日高建設部,由良港海岸港湾海岸調査測量設計業務,日高郡　日高町,柏（外）,地内,（株）日高測地,"409,500",0,"388,500",11,指名競争入札
,日高建設部,日高港港湾整備工事,御坊市,塩屋町　南塩屋,地内,松樹園,"7,599,900","5,733,000","7,444,500",14,指名競争入札
,日高建設部,椿山ダム予備ゲート設備扉体給油装置整備工事,日高郡　日高川町,初湯川,地内,日立造船（株）和歌山営業所,"10,361,400","8,807,190","10,237,500",9,指名競争入札
,日高建設部,椿山ダム案内板等取替工事,日高郡　日高川町,初湯川（外）,地内,（株）コスモライン,"2,284,800",0,"2,131,500",11,指名競争入札
,日高建設部,椿山ダム流木等除去工事,日高郡　日高川町,初湯川,地内,（有）田村組,"1,191,750",0,"1,165,500",14,指名競争入札
,日高建設部,江川小松原線（仮称入野橋）道路改良工事,日高郡　日高川町,入野,地内,高田機工（株）和歌山営業所,"425,763,450","335,776,350","266,280,000",9,条件付一般競争入札
,日高建設部,駅前新川橋線街路整備（外）合併工事,御坊市,湯川町　小松原,地内,芝電器店,"943,950",0,"617,400",18,指名競争入札
,日高建設部,御坊由良線（八幡橋）橋梁指定修繕測量設計業務,日高郡　日高町,産湯,地内,（株）シーエスエス和歌山事務所,"3,622,500",0,"3,412,500",14,指名競争入札
,日高建設部,国道４２４号（河内橋）橋梁指定修繕（外）合併調査設計業務,日高郡　日高川町,弥谷,地内,日本建設コンサルタント（株）大阪支社,"8,463,000",0,"7,770,000",20,指名競争入札
,日高建設部,国道４２４号（笠松大橋）橋梁指定修繕（外）合併調査設計業務,日高郡　日高川町,初湯川,地内,（株）パスコ和歌山支店,"12,075,000",0,"11,025,000",17,指名競争入札
,日高建設部,御坊美山線交通安全施設等整備調査業務,御坊市,湯川町　財部,地内,（株）産業工学研究所和歌山営業所,"3,633,000",0,"3,360,000",13,指名競争入札
,日高建設部,国道４２４号道路改築工事,日高郡　みなべ町,滝,地内,（株）共栄建設工業,"6,489,000","5,030,550","6,352,500",9,指名競争入札
,日高建設部,南部停車場線道路改良工事,日高郡　みなべ町,芝,地内,（株）中井組,"3,016,650","2,226,000","2,950,500",10,指名競争入札
,日高建設部,南部停車場線道路改良工事,日高郡　みなべ町,芝,地内,日章電設,"1,521,450",0,"1,459,500",16,指名競争入札
,日高建設部,南部停車場線道路改良工事,日高郡　みなべ町,芝,地内,（有）岡田工務店,"10,126,200","7,724,850","9,859,500",18,指名競争入札
,日高建設部,国道４２４号（仮称新高城橋）道路改築工事,日高郡　みなべ町,滝,地内,日本橋梁（株）和歌山営業所,"126,064,050","97,174,350","97,174,350",4,条件付一般競争入札
,日高建設部,椎崎地区砂防修繕（外）合併工事,日高郡　美浜町,和田,地内,（有）山本工務店,"931,350",0,"840,000",16,指名競争入札
,日高建設部,椿山ダム主放流設備開度目盛板取替修繕工事,日高郡　日高川町,初湯川,地内,（株）栗本鐵工所和歌山営業所,"3,795,750","3,226,387","3,727,500",8,指名競争入札
,日高建設部,椿山ダム予備ゲート設備年次点検整備業務,日高郡　日高川町,初湯川,地内,日立造船（株）和歌山営業所,"3,333,750",0,"3,307,500",8,指名競争入札
,東牟婁串本建設部,林道将軍川線　第４号橋梁上部工,東牟婁郡　古座川町,添野川,地内,（株）栗本鐵工所和歌山営業所,"495,569,550","384,094,200","308,070,000",10,条件付一般競争入札
,東牟婁新宮建設部,那智勝浦本宮線道路災害復旧工事,東牟婁郡　那智勝浦町,上長井,地内,（株）木下産業,"821,100",0,"798,000",17,指名競争入札
,東牟婁新宮建設部,中里川河川災害復旧工事,東牟婁郡　那智勝浦町,中里,地内,太田建設,"2,184,000",0,"2,131,500",17,指名競争入札
,東牟婁新宮建設部,長野川堤防改修工事,東牟婁郡　那智勝浦町,宇久井,地内,（有）篠原土木工業所,"6,905,850","4,744,950","6,762,000",14,指名競争入札
