 平成２１年４月１日から平成２２年３月３１日までの分 ,,,,,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名, 工事場所１市区町村 , 工事場所１地名１ , 工事場所１地名２ ,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式,,,,
20100121,日高建設部,道路保全課,御坊美山線　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾　　　　　　　,地内　　　　　　　　,北村建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,157,850 "," 5,964,197 "," 6,772,500 ",11,条件付一般競争入札,,,,
20100121,日高建設部,道路保全課,御坊湯浅線　トンネル点検　業務　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,阿戸（外）　　　　　,地内　　　　　　　　,川崎地質（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,709,000 "," 1,996,803 "," 2,008,181 ",1,条件付一般競争入札,,,,
20100121,日高建設部,河川課,日高印南線　道路災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,美里　　　　　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,159,000 "," 10,270,176 "," 10,332,000 ",14,条件付一般競争入札,,,,
20100121,日高建設部,河川課,滝切目停車場線　道路災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,島田　　　　　　　　,地内　　　　　　　　,（株）光修建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,472,700 "," 8,834,256 "," 8,866,200 ",15,条件付一般競争入札,,,,
20100121,日高建設部,河川課,日高川（外）　河川修繕　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,若野（外）　　　　　,地内　　　　　　　　,西谷建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 13,646,850 "," 12,125,400 "," 12,127,500 ",17,条件付一般競争入札,,,,
20100121,日高建設部,河川課,江川　河川修繕　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,江川　　　　　　　　,地内　　　　　　　　,青貝建築　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,617,350 "," 7,683,131 "," 7,690,200 ",11,条件付一般競争入札,,,,
20100121,日高建設部,河川課,切目川　河川総合開発　国道４２５号付替（外）　合併工事　　　　　　　　　　　　　,日高郡　印南町　　　,高串　　　　　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 27,218,100 "," 23,312,583 "," 23,331,000 ",14,条件付一般競争入札,,,,
20100121,日高建設部,河川課,切目川　河川総合開発　国道４２５号付替（外）　合併工事　　　　　　　　　　　　　,日高郡　印南町　　　,田ノ垣内　　　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 33,675,600 "," 28,646,000 "," 31,920,000 ",8,条件付一般競争入札（総合評価）,,,,
20100121,西牟婁建設部,道路保全課,田辺白浜線地方道路交付金交通安全調査業務　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町　　　　　　　,地内　　　　　　　　,（株）イ・アール・シ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,186,500 "," 844,669 "," 851,313 ",20,条件付一般競争入札,,,,
20100121,西牟婁建設部,道路保全課,国道１６８号舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大居　　　　　,地内　　　　　　　　,（株）三崎舗道　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,110,650 "," 17,157,792 "," 18,112,500 ",12,条件付一般競争入札,,,,
20100121,西牟婁建設部,道路保全課,国道３１１号交通安全施設等整備外合併測量設計業務　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,市ノ瀬　　　　　　　,地内　　　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,457,000 "," 1,730,219 "," 2,205,000 ",10,条件付一般競争入札,,,,
20100121,西牟婁建設部,砂防課,要助谷川砂防測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,地内　　　　　　　　,（有）南紀測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,774,500 "," 1,250,845 "," 1,554,000 ",11,条件付一般競争入札,,,,
20100121,西牟婁建設部,砂防課,要助谷川砂防設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,地内　　　　　　　　,（有）岡本土木技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,756,500 "," 3,329,550 "," 3,352,856 ",8,条件付一般競争入札,,,,
20100121,西牟婁建設部,砂防課,田辺市中辺路町小皆外砂防基礎調査業務　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町小皆外　　　,地内　　　　　　　　,菅根測量（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,061,500 "," 6,679,231 "," 8,925,000 ",3,条件付一般競争入札,,,,
20100121,西牟婁建設部,港湾整備課,田辺（戎）漁港整備（広域）設計業務　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,江川町　　　　　　　,地内　　　　　　　　,テクノ富貴（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,323,000 "," 944,622 "," 1,186,500 ",9,条件付一般競争入札,,,,
20100121,東牟婁串本建設部,砂防課,佐部地区砂防修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,佐部　　　　　　　　,地内　　　　　　　　,（有）泉水道工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,681,050 "," 1,379,416 "," 1,420,650 ",3,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路建設課,静川請川線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町静川　　　　　,地内　　　　　　　　,（有）よこて土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,322,850 "," 3,691,208 "," 3,701,250 ",6,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路建設課,国道４２５号小規模道路改良（外）合併工事　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村福井　　　　　,地内　　　　　　　　,松本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,523,800 "," 2,943,864 "," 2,950,500 ",16,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路保全課,上万呂北新町線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下万呂　　　　　　　,地内　　　　　　　　,（有）岡本商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,602,950 "," 2,224,664 "," 2,467,500 ",5,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路保全課,国道４２５号道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村福井　　　　　,地内　　　　　　　　,（有）太和保安建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 870,450 "," 714,998 "," 783,300 ",13,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路保全課,国道３７１号道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村西　　　　　　,地内　　　　　　　　,平幸産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,072,050 "," 908,570 "," 1,071,000 ",3,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路保全課,国道１６８号舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大居　　　　　,地内　　　　　　　　,（株）コスモライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 856,800 "," 711,950 "," 762,300 ",13,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路保全課,田辺龍神線外道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,秋津川外　　　　　　,地内　　　　　　　　,芝田建築　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,123,500 "," 949,834 "," 954,975 ",5,条件付一般競争入札,,,,
20100120,西牟婁建設部,道路保全課,日置川大塔線舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,大古　　　　　　　　,地内　　　　　　　　,淺川道路（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,206,050 "," 1,847,200 "," 2,073,750 ",8,条件付一般競争入札,,,,
20100120,西牟婁建設部,河川課,音無川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,（有）よこて土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,296,350 "," 1,915,502 "," 1,929,900 ",8,条件付一般競争入札,,,,
20100120,西牟婁建設部,河川課,西谷川河川災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町西谷　　　　,地内　　　　　　　　,（株）谷川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,272,600 "," 1,068,779 "," 1,158,150 ",5,条件付一般競争入札,,,,
20100120,西牟婁建設部,砂防課,中村地１地区災害緊急砂防工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,三栖組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,484,700 "," 1,216,215 "," 1,225,875 ",7,条件付一般競争入札,,,,
20100120,東牟婁新宮建設部,砂防課,柳原地区外砂防修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町柳原外　　　,地内　　　　　　　　,（有）紀南建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,375,100 "," 1,960,875 "," 1,981,245 ",11,条件付一般競争入札,,,,
20100120,東牟婁新宮建設部,砂防課,新宮（５）地区災害緊急砂防工事　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,新宮　　　　　　　　,地内　　　　　　　　,英進工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,690,750 "," 3,068,377 "," 3,081,750 ",19,条件付一般競争入札,,,,
20100119,海草建設部,道路建設課,西脇山口線（園部・六十谷）道路改良調査業務　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,日本総合補償鑑定（株）大阪支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,809,000 "," 3,531,248 "," 4,042,500 ",12,条件付一般競争入札,,,,
20100119,海草建設部,道路建設課,小豆島船所線道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,直川外　　　　　　　,地内　　　　　　　　,（株）イ・アール・シ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 535,500 "," 377,848 "," 381,918 ",15,条件付一般競争入札,,,,
20100119,海草建設部,道路建設課,海南金屋線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,別所　　　　　　　　,外地内　　　　　　　,（有）助野建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,771,550 "," 9,980,770 "," 11,182,500 ",6,条件付一般競争入札,,,,
20100119,海草建設部,道路建設課,興加茂郷停車場線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町曽根田　　　　,外地内　　　　　　　,坂本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,445,800 "," 8,059,999 "," 9,007,950 ",6,条件付一般競争入札,,,,
20100119,海草建設部,道路建設課,海南金屋線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,重根　　　　　　　　,地内　　　　　　　　,（株）ピーエス三菱和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 38,613,750 "," 33,628,455 "," 37,800,000 ",6,条件付一般競争入札（総合評価）,,,,
20100119,海草建設部,道路保全課,鳴神木広線（田中町アンダー）道路維持修繕工事　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,田中町　　　　　　　,地内　　　　　　　　,（株）鶴見製作所和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,422,900 "," 17,441,172 "," 17,629,500 ",1,条件付一般競争入札,,,,
20100119,海草建設部,河川課,七瀬川堤防改修外合併設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,宇田森　　　　　　　,地内　　　　　　　　,パシフィックコンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,096,500 "," 11,921,067 "," 12,810,000 ",23,条件付一般競争入札,,,,
20100119,海草建設部,河川課,和歌川地震・高潮対策調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦　東３丁目　　,地内　　　　　　　　,（株）産業工学研究所和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,102,500 "," 786,413 "," 787,185 ",17,条件付一般競争入札,,,,
20100119,海草建設部,河川課,土入川河川不法係留船対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,（株）東組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 37,730,700 "," 32,591,311 "," 32,886,000 ",12,条件付一般競争入札（総合評価）,,,,
20100119,海草建設部,砂防課,田野地区砂防修繕測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,田野　　　　　　　　,地内　　　　　　　　,（有）岡本土木技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 945,000 "," 683,329 "," 691,267 ",10,条件付一般競争入札,,,,
20100119,海草建設部,都市政策課,和歌公園公園整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦中３丁目　　　,地内　　　　　　　　,（有）楠見建材　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,273,750 "," 5,256,858 "," 5,328,750 ",2,条件付一般競争入札,,,,
20100119,伊都建設部,河川課,国道３７１号　道路災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,相ノ浦　　　　　　　,地内　　　　　　　　,岩木建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,632,350 "," 2,237,243 "," 2,362,500 ",3,条件付一般競争入札,,,,
20100119,有田建設部,道路建設課,国道４８０号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,丹生　　　　　　　　,地内　　　　　　　　,岡川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,081,500 "," 921,702 "," 930,300 ",6,条件付一般競争入札,,,,
20100119,有田建設部,道路保全課,美里龍神線道路維持修繕外合併工事　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,清水　　　　　　　　,地内　　　　　　　　,北畑建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,293,200 "," 1,928,606 "," 1,933,365 ",4,条件付一般競争入札,,,,
20100119,有田建設部,道路保全課,広川川辺線地方道路交付金交通安全工事　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,前田　　　　　　　　,地内　　　　　　　　,（株）南興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 39,980,850 "," 35,034,228 "," 35,035,350 ",18,条件付一般競争入札（総合評価）,,,,
20100119,有田建設部,河川課,長谷川谷川河川災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,長谷川　　　　　　　,地内　　　　　　　　,（有）クスベ産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 848,400 "," 711,244 "," 715,050 ",2,条件付一般競争入札,,,,
20100119,有田建設部,河川課,江上川治水計画検討業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,山本　　　　　　　　,地内　　　　　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,830,000 "," 3,566,955 "," 4,172,700 ",12,条件付一般競争入札,,,,
20100119,有田建設部,河川課,広川河川災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,下津木　　　　　　　,地内　　　　　　　　,（有）クスベ産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,062,600 "," 880,882 "," 897,750 ",6,条件付一般競争入札,,,,
20100119,有田建設部,河川課,広川ダム修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,下津木　　　　　　　,地内　　　　　　　　,松葉建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,169,700 "," 963,408 "," 968,940 ",11,条件付一般競争入札,,,,
20100119,有田建設部,河川課,有田川河川修繕外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,二川　　　　　　　　,地内　　　　　　　　,瀬谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,600,150 "," 8,116,208 "," 8,121,159 ",21,条件付一般競争入札,,,,
20100119,有田建設部,河川課,二川ダム管理事務所耐震対策（点検路整備）外合併工事　　　　　　　　　　　　　　　,有田郡　有田川町　　,二川　　　　　　　　,地内　　　　　　　　,久野原建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,939,200 "," 4,150,731 "," 4,171,650 ",12,条件付一般競争入札,,,,
20100119,有田建設部,砂防課,浄妙寺地区外砂防修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,宮崎町　　　　　　　,外地内　　　　　　　,上貴住建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,769,250 "," 1,474,307 "," 1,483,125 ",6,条件付一般競争入札,,,,
20100119,有田建設部,砂防課,北又谷川通常砂防外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,東大谷　　　　　　　,地内　　　　　　　　,江川建材　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,654,250 "," 4,934,007 "," 4,972,537 ",24,条件付一般競争入札,,,,
20100119,日高建設部,道路保全課,国道４２５号（外）　舗装補修（外）　合併工事　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原（外）　　　　,地内　　　　　　　　,関西建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,499,650 "," 2,915,606 "," 3,139,500 ",13,条件付一般競争入札,,,,
20100119,日高建設部,河川課,日高川　河川修繕　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,野口　　　　　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,109,050 "," 2,595,600 "," 2,793,000 ",9,条件付一般競争入札,,,,
20100118,那賀建設部,道路保全課,高野口野上線地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,中畑　　　　　　　　,外地内　　　　　　　,（株）世紀工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,450,100 "," 12,168,768 "," 12,211,500 ",17,条件付一般競争入札,,,,
20100118,那賀建設部,河川課,海神川高速道路関連河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,神領　　　　　　　　,地内　　　　　　　　,（株）河井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,765,150 "," 5,537,145 "," 5,849,550 ",3,条件付一般競争入札,,,,
20100115,伊都建設部,道路建設課,国道３７１号　道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,北宿　　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,068,500 "," 1,504,420 "," 1,522,500 ",10,条件付一般競争入札,,,,
20100115,伊都建設部,道路建設課,国道３７１号　道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,北宿　　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,790,500 "," 2,663,963 "," 2,687,843 ",13,条件付一般競争入札,,,,
20100115,伊都建設部,道路建設課,国道３７１号　道路改良測量業務　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,北宿　　　　　　　　,地内　　　　　　　　,（株）ジオエンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,270,500 "," 891,128 "," 1,176,000 ",11,条件付一般競争入札,,,,
20100115,伊都建設部,道路建設課,国道４８０号　道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,（株）共栄産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,962,950 "," 22,782,842 "," 25,515,000 ",4,条件付一般競争入札,,,,
20100115,伊都建設部,道路建設課,国道４８０号　道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,楠本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,297,950 "," 16,538,289 "," 18,270,000 ",4,条件付一般競争入札,,,,
20100115,伊都建設部,道路建設課,国道３７１号　道路改築外合併工事　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,慶賀野　　　　　　　,地内　　　　　　　　,（有）西野電気工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,066,450 "," 13,464,886 "," 13,963,950 ",4,条件付一般競争入札,,,,
20100115,伊都建設部,道路保全課,国道４８０号（山手谷橋）　国道橋りょう補修工事　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園北寺　　　　　　,地内　　　　　　　　,広門興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,403,300 "," 22,957,624 "," 25,074,000 ",4,条件付一般競争入札,,,,
20100115,伊都建設部,道路保全課,国道３７１号（高野龍神スカイライン）　地方道路交付金工事　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園久木　　　　　　,地内　　　　　　　　,（株）共栄産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,537,550 "," 7,199,992 "," 7,234,500 ",11,条件付一般競争入札,,,,
20100115,伊都建設部,道路保全課,歩道調査委託業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都振興局管内　　　,　　　　　　　　　　,　　　　　　　　　　,（株）清和エンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,785,650 "," 2,066,952 "," 2,228,520 ",5,条件付一般競争入札,,,,
20100115,伊都建設部,道路保全課,標識柱・照明柱調査委託業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都振興局管内　　　,　　　　　　　　　　,　　　　　　　　　　,（株）清和エンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,162,350 "," 853,513 "," 1,080,985 ",6,条件付一般競争入札,,,,
20100115,伊都建設部,道路保全課,国道４８０号（花園隧道）　道路災害防除調査設計業務　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園中南　　　　　　,地内　　　　　　　　,基礎地盤コンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,111,000 "," 4,363,254 "," 4,530,084 ",3,条件付一般競争入札,,,,
20100115,伊都建設部,河川課,桧谷川外　河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大薮　　　　　　　　,外地内　　　　　　　,司建設工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,478,900 "," 4,681,047 "," 4,685,100 ",14,条件付一般競争入札,,,,
20100115,伊都建設部,河川課,国道４８０号　道路災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,広口　　　　　　　　,地内　　　　　　　　,岩本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,023,850 "," 5,064,032 "," 5,124,000 ",4,条件付一般競争入札,,,,
20100115,日高建設部,道路保全課,御坊美山線（土生橋）　橋りよう震災対策　工事　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,土生　　　　　　　　,地内　　　　　　　　,（株）タイト工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,131,600 "," 5,901,079 "," 5,922,000 ",13,条件付一般競争入札,,,,
20100115,日高建設部,道路保全課,御坊中津線　道路災害防除　工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,下田原　　　　　　　,地内　　　　　　　　,西川興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,556,050 "," 8,045,376 "," 8,085,000 ",15,条件付一般競争入札,,,,
20100115,日高建設部,道路保全課,たかの金屋線　地方道路交付金　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,高野　　　　　　　　,地内　　　　　　　　,紀乃国建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,009,550 "," 22,402,002 "," 22,464,750 ",15,条件付一般競争入札,,,,
20100115,日高建設部,河川課,切目川　総合流域防災　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,西ノ地　　　　　　　,地内　　　　　　　　,松勝建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,391,600 "," 7,058,196 "," 7,141,251 ",2,条件付一般競争入札,,,,
