入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,海草建設部,道路保全課,国道４２４号交通安全施設等整備測量設計業務,海南市,七山,地内,（株）関西技建,"3,640,350",0,"3,444,000",15,指名競争入札
,海草建設部,道路建設課,国道３７０号道路改築工事,海草郡　美里町,福田,地内,油谷土木,"1,712,550",0,"1,644,300",17,指名競争入札
20050118,和歌山下津港湾事務所,管理整備課,和歌山下津港　橋梁災害復旧　工事,和歌山市,毛見,地内,川崎重工業（株）関西支社,"12,283,950","9,945,600","11,445,000",14,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾改良　工事,和歌山市,湊,地内,（株）世紀工業,"560,700",0,"441,000",12,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾改良　工事,和歌山市,西浜,地内,（株）冨士商會,"1,062,600",0,"987,000",12,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾改良　工事,和歌山市,西浜,地内,智代美建設（株）,"5,903,100","4,698,750","4,698,750",19,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾海岸環境整備　工事,和歌山市,片男波（雑賀崎）,地内,（株）平成建機,"2,049,600",0,"1,711,500",13,指名競争入札
20050114,有田建設部,道路建設課,吉備金屋線道路改良調査設計（仮称　JR橋）業務,有田郡　吉備町,明王寺,地内,（株）ト―ニチコンサルタント西日本支社,"26,092,500",0,"23,415,000",15,指名競争入札
,有田建設部,河川課,長谷川谷川河川災害復旧工事,有田郡　金屋町,長谷川,地内,有田設備工業,"898,800",0,"879,900",11,指名競争入札
,有田建設部,河川課,玉川河川災害復旧工事,有田郡　金屋町,上六川,地内,前建設工業,"1,036,350",0,"1,013,250",11,指名競争入札
,有田建設部,河川課,玉川河川災害復旧工事,有田郡　金屋町,黒松,地内,（株）有紀地質基礎,"956,550",0,"936,600",11,指名競争入札
,有田建設部,河川課,修理川河川災害復旧工事,有田郡　金屋町,修理川,地内,（株）再生工場,"947,100",0,"927,150",11,指名競争入札
,有田建設部,河川課,玉川河川災害復旧工事,有田郡　金屋町,黒松,地内,（有）成光建設,"1,126,650",0,"1,102,500",11,指名競争入札
,有田建設部,河川課,庄川河川災害復旧工事,有田郡　吉備町,庄,地内,吉野重機,"931,350",0,"903,000",9,指名競争入札
,有田建設部,河川課,早月谷川河川災害復旧工事,有田郡　金屋町,市場,地内,雄紀産業,"1,815,450",0,"1,774,500",11,指名競争入札
,有田建設部,河川課,玉川河川災害復旧工事,有田郡　金屋町,上六川,地内,（株）紀和,"4,008,900",0,"3,927,000",9,指名競争入札
,有田建設部,河川課,早月谷川河川修繕工事,有田郡　金屋町,市場,地内,雄紀産業,"1,815,450",0,"1,774,500",11,指名競争入札
,有田建設部,河川課,熊井川河川災害復旧工事,有田郡　吉備町,奥,地内,吉野重機,"925,050",0,"903,000",9,指名競争入札
,有田建設部,河川課,玉川河川修繕工事,有田郡　金屋町,上六川,地内,（株）紀和,"4,008,900",0,"3,927,000",9,指名競争入札
,有田建設部,河川課,有田川（天満川）広域基幹河川改修測量調査設計業務,有田郡　吉備町,小島,地内,ジェイアール西日本コンサルタンツ（株）,"16,794,750",0,"15,540,000",10,指名競争入札
,有田建設部,道路建設課,有田湯浅線地方特定道路整備工事,有田郡　湯浅町,田,地内,（株）中井組,"5,865,300","4,793,250","5,722,500",6,指名競争入札
20050113,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾修繕風洞実験　業務,和歌山市,毛見,地内,川崎重工業（株）関西支社,"11,197,200",0,"10,447,500",8,指名競争入札
,和歌山下津港湾事務所,道路保全課,和歌山下津港　道路維持修繕計測　業務,和歌山市,毛見,地内,川崎重工業（株）関西支社,"11,197,200",0,"10,447,500",8,指名競争入札
,海草建設部,道路建設課,三田三葛線地方特定道路整備工事,和歌山市,冬野,地内,川端建設（株）,"443,100",0,"365,400",14,指名競争入札
,海草建設部,砂防課,千手川砂防修繕外合併工事,和歌山市,直川,地内,（有）赤井組,"1,963,500",0,"1,522,500",15,指名競争入札
,海草建設部,河川課,亀の川広域基幹河川改修工事,和歌山市,布引外,地内,（株）平成建機,"1,192,800",0,"840,000",13,指名競争入札
,海草建設部,河川課,和田川外河川修繕工事,和歌山市,伊太祈曽外,地内,（株）西村組,"4,020,450","3,036,600","3,036,600",13,指名競争入札
,那賀建設部,道路建設課,国道４２４号特殊改良一種工事,那賀郡　桃山町,元,地内,（株）畑中産業,"12,507,600","10,008,600","12,012,000",9,指名競争入札
,那賀建設部,道路建設課,粉河加太線地方特定道路整備工事,那賀郡　岩出町,山,地内,（株）畑中組,"4,281,900","3,313,800","3,313,800",11,指名競争入札
,那賀建設部,道路保全課,岩出野上線外道路維持修繕工事,那賀郡　貴志川町,丸栖,外地内,貴和工業,"585,900",0,"561,750",13,指名競争入札
,那賀建設部,河川課,春日川河川修繕工事,那賀郡　打田町,東国分,地内,小笠原建設,"1,983,450",0,"1,900,500",15,指名競争入札
,那賀建設部,河川課,愛子谷川河川修繕工事,那賀郡　桃山町,大原,地内,井畑組,"1,562,400",0,"1,512,000",15,指名競争入札
,那賀建設部,河川課,根来川外河川修繕工事,那賀郡　岩出町,森,外地内,（株）丸善,"1,702,050",0,"1,648,500",16,指名競争入札
,那賀建設部,道路保全課,粉河加太線道路維持修繕工事,那賀郡　打田町,南中,地内,（有）小谷建設,"521,850",0,"500,850",16,指名競争入札
,日高建設部,管理整備課,日高港港湾整備工事,日高郡　美浜町,浜ノ瀬,地先,（有）山本工務店,"9,753,450","7,844,550","7,844,550",14,指名競争入札
,日高建設部,道路建設課,江川小松原線道路改築補償検討業務,日高郡　川辺町,和佐  ・入野,地内,（株）産業工学研究所和歌山営業所,"1,323,000",0,"1,155,000",13,指名競争入札
,日高建設部,道路保全課,国道４２５号交通安全施設等整備工事,日高郡　印南町,松原,地内,夏目水道,"1,255,800",0,"934,500",16,指名競争入札
,日高建設部,道路保全課,御坊湯浅線道路維持修繕工事,日高郡　由良町,門前,地内,カワ工務店,"1,355,550",0,"1,333,500",15,指名競争入札
,日高建設部,道路保全課,国道４２４号道路維持修繕工事,日高郡　美山村,弥谷,地内,和興建設（株）,"9,140,250","6,632,850","9,009,000",14,指名競争入札
,日高建設部,道路保全課,御坊湯浅線道路維持修繕工事,日高郡　由良町,門前,地内,（株）川端組,"851,550",0,"834,750",15,指名競争入札
,日高建設部,河川課,御坊美山線道路災害復旧工事,日高郡　中津村,原日浦,地内,（株）上平建設,"1,164,450",0,"1,107,750",18,指名競争入札
,日高建設部,河川課,山谷川河川修繕工事,日高郡　印南町,印南原,地内,明和建設（株）,"1,256,850",0,"1,060,500",16,指名競争入札
,日高建設部,河川課,西岩代川河川修繕工事,日高郡　みなべ町,西岩代,地内,（有）熊代建設,"2,254,350",0,"2,184,000",12,指名競争入札
,日高建設部,河川課,大又谷川河川災害復旧工事,日高郡　中津村,大又,地内,柏木組,"816,900",0,"798,000",14,指名競争入札
,日高建設部,河川課,本川河川災害復旧工事,日高郡　中津村,三佐,地内,（株）芝崎組,"866,250",0,"829,500",14,指名競争入札
,日高建設部,河川課,切目川河川災害復旧工事,日高郡　印南町,崎ノ原,地内,明和建設（株）,"969,150",0,"819,000",16,指名競争入札
,日高建設部,河川課,切目川河川災害復旧工事,日高郡　印南町,皆瀬川,地内,明和建設（株）,"906,150",0,"766,500",16,指名競争入札
,日高建設部,河川課,木の川河川災害復旧工事,日高郡　みなべ町,木の川,地内,（株）龍神組,"938,700",0,"913,500",13,指名競争入札
,日高建設部,河川課,市井の川河川災害復旧工事,日高郡　みなべ町,市井川,地内,（有）西電,"752,850",0,"735,000",13,指名競争入札
,日高建設部,河川課,御坊湯浅線道路災害復旧工事,日高郡　由良町,門前,地内,（株）川端組,"851,550",0,"834,750",15,指名競争入札
,日高建設部,砂防課,土生川通常砂防工事,日高郡　川辺町,土生,地内,（株）竹村建設,"20,001,450","15,599,850","19,530,000",13,指名競争入札
,日高建設部,砂防課,電波伝搬調査業務,日高振興局管内,一円,地内,日本無線（株）関西支社,"2,306,850",0,"2,152,500",6,指名競争入札
,日高建設部,河川課,椿山ダム河川測量調査業務,日高郡　美山村,川原河（外）,地内,日高測量設計（株）,"4,822,650",0,"3,832,500",12,指名競争入札
,日高建設部,河川課,椿山ダム河川測量調査業務,日高郡　中津村,小釜本（外）,地内,（株）日高測地,"5,680,500",0,"4,305,000",12,指名競争入札
,日高建設部,河川課,椿山ダム河川測量調査業務,日高郡　中津村,船津（外）,地内,（株）三紀屋測量,"5,276,250",0,"3,864,000",12,指名競争入札
,日高建設部,河川課,椿山ダム河川測量調査業務,日高郡　川辺町,松瀬（外）,地内,前本技術コンサルタント,"2,442,300",0,"2,205,000",12,指名競争入札
,日高建設部,河川課,椿山ダム流出予測システム作成業務,日高郡　美山村,初湯川,地内,（財）日本気象協会関西支社,"3,748,500",0,"3,307,500",11,指名競争入札
,日高建設部,河川課,国道４２５号道路災害復旧工事,日高郡　印南町,印南原,地内,（株）千代徳組,"492,450",0,"483,000",6,指名競争入札
,日高建設部,道路保全課,たかの金屋線舗装補修工事,日高郡　中津村,坂野川,地内,北村建設（株）,"3,806,250","2,866,500","3,764,250",9,指名競争入札
,日高建設部,道路保全課,国道４２４号道路維持修繕工事,日高郡　中津村,三十井川,地内,（株）駒場工務店,"6,823,950","4,951,800","6,678,000",13,指名競争入札
,日高建設部,道路保全課,印南原印南線交通安全施設等整備（外）合併工事,日高郡　印南町,山口,地内,（株）三興組,"4,421,550","3,347,400","4,357,500",9,指名競争入札
,東牟婁串本建設部,道路建設課,那智勝浦古座川線　地方特定道路整備　工事,東牟婁郡　古座川町,小川　外,地内,（有）立合建設,"11,860,800","9,186,450","11,550,000",19,指名競争入札
,東牟婁串本建設部,道路建設課,国道３７１号　小規模道路改良　外合併　調査　業務,東牟婁郡　古座川町,佐田,地内,（株）岡本設計事務所,"2,638,650",0,"2,488,500",15,指名競争入札
,東牟婁串本建設部,道路建設課,すさみ古座線　地方特定道路整備　工事,西牟婁郡　すさみ町,本家平,地内,（有）榎本組,"4,421,550","3,386,250","3,391,500",13,指名競争入札
,東牟婁串本建設部,道路保全課,串本古座川線（三尾川橋歩道橋）　橋梁塗装　工事,東牟婁郡　古座川町,三尾川,地内,（有）土井建設,"3,060,750","2,224,950","2,992,500",12,指名競争入札
,東牟婁串本建設部,河川課,池野山川　河川修繕　工事,東牟婁郡　古座川町,高池,地内,（有）宮本工務店,"933,450",0,"630,000",10,指名競争入札
,東牟婁串本建設部,河川課,古座川　河川調査　業務,東牟婁郡　古座川町,真砂,地内,（有）勝浦測量設計事務所,"2,071,650",0,"1,984,500",8,指名競争入札
,東牟婁串本建設部,河川課,田原川　河川修繕　工事,東牟婁郡　古座町,上田原,地内,丸井建設,"2,353,050",0,"2,310,000",9,指名競争入札
,東牟婁串本建設部,道路保全課,国道３７１号　外　橋梁塗装　調査設計　外合併　業務,西牟婁郡　串本町,高富　外,地内,（有）岡本土木技術,"1,117,200",0,"1,045,800",12,指名競争入札
,東牟婁串本建設部,道路建設課,国道３７１号　小規模道路改良　測量　業務,東牟婁郡　古座川町,平井,地内,（有）山本測量設計事務所,"712,950",0,"687,750",8,指名競争入札
,東牟婁新宮建設部,道路政策課,国道１６８号道路調査業務,東牟婁郡　熊野川町,日足,地内,（株）オリエンタルコンサルタンツ和歌山事務所,"2,641,800",0,"2,383,500",15,指名競争入札
,東牟婁新宮建設部,住宅環境課,県営住宅平見団地調査及び修繕計画業務,東牟婁郡　太地町,太地,地内,島田一級建築設計事務所,"1,089,900",0,"1,050,000",8,指名競争入札
,東牟婁新宮建設部,河川課,市田川調査設計業務,新宮市,新宮,地内,川崎地質（株）和歌山事務所,"2,868,600",0,"1,722,000",15,指名競争入札
,東牟婁新宮建設部,砂防課,日足地区災害緊急砂防外合併工事,東牟婁郡　熊野川町,日足,地内,丸吉建設,"2,292,150",0,"2,247,000",16,指名競争入札
,東牟婁新宮建設部,河川課,大塔川河川修繕工事,東牟婁郡　本宮町,請川,地内,須川組,"1,407,000",0,"1,365,000",11,指名競争入札
,東牟婁新宮建設部,河川課,大塔川河川災害復旧工事,東牟婁郡　本宮町,皆瀬川,地内,栗須工務店,"7,697,550","5,684,700","7,465,500",19,指名競争入札
,東牟婁新宮建設部,河川課,熊野川河川修繕工事,東牟婁郡　熊野川町,宮井,地内,（株）シンヤ,"6,787,200","5,020,050","6,772,500",14,指名競争入札
,東牟婁新宮建設部,道路建設課,南平野下里停車場線小規模道路改良工事,東牟婁郡　那智勝浦町,市屋,地内,陽光建設,"9,892,050","7,646,100","9,691,500",15,指名競争入札
20050112,公共建築課,住宅環境課,秋葉山プール改修工事,和歌山市,秋葉町,地内,アサカワリフォーム（株）,"24,793,650","20,670,300","20,670,300",16,指名競争入札
,海草建設部,道路政策課,山畑２期地区１号橋詳細設計クロスチェック業務,海草郡　野上町,動木,地内,日本技研（株）京都支店,"1,197,000",0,"1,050,000",15,指名競争入札
,海草建設部,河川課,大窪川河川災害復旧工事,海草郡　下津町,市坪,地内,長峯建設,"1,668,450",0,"1,606,500",15,指名競争入札
,海草建設部,砂防課,丸田地区災害緊急砂防外合併工事,海草郡　下津町,丸田,地内,芝本組,"937,650",0,"892,500",16,指名競争入札
,海草建設部,河川課,加茂川河川高潮対策調査測量業務,海草郡　下津町,方,地内,玉野総合コンサルタント（株）和歌山事務所,"3,698,100",0,"3,412,500",15,指名競争入札
,海草建設部,道路保全課,高野口野上線道路維持修繕工事,海草郡　美里町,円明寺,地内,芝滝建設,"2,362,500",0,"2,268,000",18,指名競争入札
,西牟婁建設部,道路建設課,市鹿野鮎川線半島振興道路整備工事,西牟婁郡　大塔村,赤木,外地内,青木組,"9,873,150","7,676,550","9,660,000",15,指名競争入札
,西牟婁建設部,道路建設課,国道３７１号道路改築工事,西牟婁郡　中辺路町,温川,地内,（有）アセスメント,"4,154,850","3,162,600","4,042,500",15,指名競争入札
,西牟婁建設部,道路建設課,市鹿野鮎川線半島振興道路整備測量設計業務,西牟婁郡　大塔村,赤木,地内,（株）阪和測量設計,"5,183,850",0,"4,924,500",12,指名競争入札
,西牟婁建設部,河川課,国道３７１号道路災害復旧工事,西牟婁郡　中辺路町,温川,地内,（有）大公建設,"687,750",0,"672,000",15,指名競争入札
,西牟婁建設部,河川課,上富田すさみ線道路災害復旧工事,西牟婁郡　上富田町,生馬,地内,（株）後工務店,"876,750",0,"861,000",17,指名競争入札
,西牟婁建設部,河川課,温川田辺線道路災害復旧工事,田辺市,下三栖,地内,（有）柳生建設,"498,750",0,"472,500",15,指名競争入札
,西牟婁建設部,道路保全課,田辺白浜線交通安全施設等整備建物調査業務,田辺市,新庄町,地内,（株）産業工学研究所和歌山営業所,"17,650,500",0,"17,010,000",11,指名競争入札
,西牟婁建設部,道路保全課,国道３１１号外道路維持修繕工事,西牟婁郡　中辺路町,福定,外地内,和歌山塗装工業（株）,"1,456,350",0,"1,344,000",13,指名競争入札
,西牟婁建設部,道路保全課,上富田すさみ線外道路維持修繕工事,西牟婁郡　上富田町,朝来,外地内,（株）タイト工業,"1,205,400",0,"1,139,250",13,指名競争入札
,西牟婁建設部,道路保全課,上富田すさみ線外道路維持修繕工事,西牟婁郡　日置川町,大,外地内,（株）場谷綜合開発,"3,406,200","2,506,350","3,339,000",15,指名競争入札
,西牟婁建設部,道路保全課,国道１６８号外交通安全施設等整備工事,西牟婁郡　上富田町,生馬,地内,向江組,"3,888,150","2,993,550","3,685,500",13,指名競争入札
,西牟婁建設部,道路保全課,国道１６８号外交通安全施設等整備工事,西牟婁郡　中辺路町,北郡,地内,（有）和歌山ライン,"3,924,900","3,020,850","3,675,000",13,指名競争入札
,西牟婁建設部,道路保全課,国道１６８号外交通安全施設等整備外合併工事,西牟婁郡　中辺路町,近露,地内,山路ライン（株）,"3,841,950","2,959,950","3,612,000",13,指名競争入札
,西牟婁建設部,道路保全課,日置川大塔線外交通安全施設等整備工事,西牟婁郡　日置川町,日置,外地内,（有）白浜技研建設,"819,000",0,"777,000",14,指名競争入札
,西牟婁建設部,砂防課,和歌山県砂防ＧＩＳ構築に伴う基盤データ整備業務,西牟婁郡　中辺路町,,管内,国際航業（株）和歌山営業所,"13,852,650",0,"11,550,000",11,指名競争入札
,西牟婁建設部,河川課,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,薮本建設,"21,471,450","16,649,850","21,052,500",15,指名競争入札
,西牟婁建設部,河川課,石船川（右岸）河川災害復旧工事,西牟婁郡　中辺路町,大内川,地内,野中建設,"849,450",0,"829,500",15,指名競争入札
,西牟婁建設部,河川課,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,（株）日置川建設,"51,085,650","39,613,350","50,190,000",15,指名競争入札
,西牟婁建設部,河川課,大内川（左岸）河川災害復旧外合併工事,西牟婁郡　中辺路町,大内川,地内,（有）六光,"1,541,400",0,"1,491,000",15,指名競争入札
,西牟婁建設部,河川課,高瀬川河川修繕工事,西牟婁郡　白浜町,十九渕,地内,南紀土木,"5,429,550","4,217,850","5,313,000",11,指名競争入札
,西牟婁建設部,河川課,内の井川（左岸）河川災害復旧工事,西牟婁郡　大塔村,鮎川,地内,横手組,"1,141,350",0,"1,102,500",10,指名競争入札
,西牟婁建設部,河川課,市鹿野鮎川線道路災害復旧工事,西牟婁郡　大塔村,鮎川,地内,（株）久保組,"21,348,600","16,324,350","20,685,000",16,指名競争入札
,西牟婁建設部,道路建設課,温川田辺線小規模道路改良工事,田辺市,上三栖,外地内,（株）タナカ,"17,065,650","13,268,850","16,485,000",15,指名競争入札
,西牟婁建設部,道路建設課,市鹿野鮎川線半島振興道路整備設計業務,西牟婁郡　大塔村,赤木,地内,（株）サン技研コンサルタンツ,"5,245,800",0,"4,977,000",8,指名競争入札
,西牟婁建設部,管理整備課,文里港港湾整備管理計画作成業務,田辺市,文里,地先,パシフィックコンサルタンツ（株）大阪本社,"1,622,250",0,"1,470,000",15,指名競争入札
,西牟婁建設部,道路建設課,市鹿野鮎川線半島振興道路整備工事,西牟婁郡　大塔村,赤木,外地内,（株）北道工務店,"34,155,450","26,579,700","33,600,000",7,指名競争入札
,西牟婁建設部,管理整備課,田辺目良海岸外災害測量設計業務,田辺市,目良,外地内,（有）牟婁測量設計,"3,906,000",0,"3,696,000",14,指名競争入札
20050107,有田建設部,道路建設課,海南金屋線半島振興道路整備測量設計業務,有田郡　金屋町,市場,地内,（株）石井コンサルタント,"1,380,750",0,"1,302,000",13,指名競争入札
,有田建設部,道路建設課,境川金屋線小規模道路改良工事,有田郡　金屋町,伏羊,地内,山本土建,"9,112,950","6,707,400","8,925,000",15,指名競争入札
,有田建設部,道路建設課,国道４８０号道路改築工事,有田郡　清水町,三田,地内,松下電器産業（株）関西支店,"12,972,750","11,026,837","12,285,000",7,指名競争入札
,有田建設部,道路建設課,国道４８０号道路改築工事,有田郡　清水町,三田,地内,（株）篠原組,"15,660,750","10,440,500","15,330,000",18,指名競争入札
,有田建設部,住宅環境課,御殿場団地避難器具取替工事,有田郡　湯浅町,山田,地内,中平建設（株）,"1,900,500",0,"1,795,500",9,指名競争入札
,有田建設部,河川課,江上川　河川水辺環境整備委託業務,有田郡　広川町,広,外地内,（株）田中鉄工所,"2,275,350",0,"2,257,500",7,指名競争入札
,有田建設部,砂防課,有田市宮崎町地区土石流・急傾斜基礎調査業務,有田市,宮崎町,地内,日本工営（株）和歌山営業所,"5,412,750",0,"4,672,500",10,指名競争入札
,有田建設部,河川課,広川河川修繕工事,有田郡　広川町,殿,地内,植山工務店,"1,465,800",0,"1,421,700",19,指名競争入札
,有田建設部,河川課,広川河川修繕工事,有田郡　広川町,名島,地内,（有）池永設備工業,"2,644,950","2,248,207","2,593,500",17,指名競争入札
,有田建設部,河川課,広川　河川水辺環境整備委託業務,有田郡　広川町,名島,外地内,奥商店,"2,940,000",0,"2,928,450",6,指名競争入札
,有田建設部,河川課,出合川河川修繕工事,有田郡　湯浅町,田,地内,大経建設（株）,"1,129,800",0,"1,102,500",20,指名競争入札
,有田建設部,河川課,お仙谷川堤防改修外合併工事,有田市,糸我町　西,地内,（有）昇建土木,"1,180,200",0,"1,123,500",15,指名競争入札
,有田建設部,河川課,江上川　河川水辺環境整備委託業務,有田郡　広川町,広,外地内,上川組,"2,275,350",0,"2,252,250",7,指名競争入札
,有田建設部,河川課,有田川　河川水辺環境整備委託外合併業務,有田市,糸我町　西,外地内,左伝組,"2,465,400",0,"2,457,000",7,指名競争入札
,有田建設部,住宅環境課,吉原団地避難器具取替工事,有田郡　金屋町,吉原,地内,寺前工務店,"1,423,800",0,"1,344,000",9,指名競争入札
,有田建設部,道路保全課,国道４８０号外交通安全施設等整備工事,有田市,山田原,外地内,（株）山口電気,"1,985,550",0,"1,887,900",12,指名競争入札
20050106,海草建設部,道路建設課,井ノ口秋月線道路改良工事,和歌山市,栗栖,地内,（有）山健重機整備,"4,119,150","3,244,500","3,244,500",14,指名競争入札
,海草建設部,道路建設課,紀伊停車場田井ノ瀬線道路改良工事,和歌山市,小豆島,地内,佳江建設（株）,"1,872,150",0,"1,467,900",15,指名競争入札
,海草建設部,道路建設課,西脇山口線外街路整備工事,和歌山市,磯ノ浦外,地内,（有）和西建設,"2,615,550","1,987,650","2,362,500",15,指名競争入札
,海草建設部,道路保全課,和歌山打田線外舗装補修工事,和歌山市,岩橋外,地内,（有）和西建設,"4,954,950","3,788,400","3,788,400",14,指名競争入札
,海草建設部,道路保全課,岩橋栗栖線外舗装補修工事,和歌山市,岩橋外,地内,（有）和西建設,"4,181,100","3,174,150","3,174,150",14,指名競争入札
,海草建設部,河川課,土入川（打手川工区）広域基幹河川改修工事,和歌山市,土入,地内,（株）三次工務店,"5,437,950","4,092,900","4,092,900",19,指名競争入札
,海草建設部,砂防課,平尾地区災害緊急砂防外合併工事,和歌山市,平尾,地内,上野造園,"1,968,750",0,"1,785,000",13,指名競争入札
,海草建設部,河川課,和田川河川修繕工事,和歌山市,西,地内,（株）幸輝開発,"6,281,100",0,"4,599,000",17,指名競争入札
,海草建設部,河川課,和田川河川修繕外合併工事,和歌山市,吉礼,地内,（株）ユウコウ開発,"6,191,850",0,"5,266,642",19,指名競争入札
,海草建設部,河川課,住吉川広域一般河川改修外合併工事,和歌山市,川辺,地内,弘安建設（株）,"57,621,900","44,373,000","44,373,000",20,指名競争入札
,海草建設部,道路保全課,粉河加太線外舗装補修工事,和歌山市,狐島外,地内,淺川道路（株）,"2,993,550","2,275,350","2,275,350",15,指名競争入札
,伊都建設部,道路政策課,和歌山橋本線外　道路調査　図面修正業務,伊都郡　かつらぎ町,三谷,外地内,（株）関西技建,"1,399,650",0,"1,323,000",14,指名競争入札
,伊都建設部,道路建設課,紀の川左岸２期地区　西渋田工区舗装工事,伊都郡　かつらぎ町,西渋田,地内,（株）森田組,"7,801,500","5,830,650","7,612,500",9,指名競争入札
,伊都建設部,道路保全課,橋本五條線　交通安全施設等整備調査業務,橋本市,上田,地内,（株）瀧不動産鑑定所,"2,131,500",0,"1,942,500",10,指名競争入札
,伊都建設部,道路保全課,国道４８０号　交通安全施設等整備外合併工事,伊都郡　花園村,梁瀬,地内,守安組,"10,524,150","7,713,300","10,290,000",15,指名競争入札
,伊都建設部,道路建設課,紀の川左岸地区　三谷・山崎工区付帯工事,伊都郡　かつらぎ町,三谷,・山崎地内,福田組,"2,898,000","2,094,750","2,824,500",13,指名競争入札
,伊都建設部,道路建設課,宿九度山線　道路改良　調査設計業務,伊都郡　九度山町,丹生川,地内,川崎地質（株）和歌山事務所,"7,304,850",0,"6,615,000",15,指名競争入札
,日高建設部,道路建設課,中芳養南部線小規模道路改良（外）合併工事,日高郡　みなべ町,晩稲,地内,（有）吹石重機,"1,410,150",0,"1,386,000",13,指名競争入札
,日高建設部,河川課,朔日川河川災害復旧工事,日高郡　美山村,寒川,地内,（有）ミヤマ工業,"1,065,750",0,"1,050,000",14,指名競争入札
,日高建設部,河川課,初湯川河川災害復旧工事,日高郡　美山村,上初湯川,地内,建設,"4,778,550","3,518,550","4,725,000",14,指名競争入札
,日高建設部,河川課,初湯川河川修繕工事,日高郡　美山村,上初湯川,地内,建設,"4,778,550","3,518,550","4,725,000",14,指名競争入札
,西牟婁建設部,公共建築課,串本高校プールろ過装置他改修電気設備工事,西牟婁郡　串本町,串本,地内,トマタニ電器店,"3,750,600","2,904,300","3,517,500",14,指名競争入札
,東牟婁新宮建設部,漁港課,有田漁港整備（広域）工事,西牟婁郡　串本町,有田,地先,（有）塩飽建設,"3,119,550","2,463,300","2,625,000",11,指名競争入札
,東牟婁新宮建設部,河川課,荒木川河川災害復旧工事,新宮市,佐野,地内,田畑建設（株）,"9,277,800","6,885,900","9,082,500",27,指名競争入札
,東牟婁新宮建設部,河川課,木の川河川災害復旧工事,新宮市,佐野,地内,曽越建設,"6,214,950","4,593,750","6,090,000",27,指名競争入札
,東牟婁新宮建設部,道路保全課,国道１６８号外交通安全施設等整備外合併工事,新宮市,高田　外,地内,（有）和歌山ライン,"2,811,900","2,038,050","2,305,800",11,指名競争入札
,東牟婁新宮建設部,道路保全課,那智勝浦熊野川線外道路維持修繕工事,東牟婁郡　熊野川町,上長井,外地内,中村建設（有）,"3,131,100","2,270,100","3,071,250",15,指名競争入札
,東牟婁新宮建設部,道路建設課,那智勝浦熊野川線（外）小規模道路改良工事,東牟婁郡　熊野川町,西,（外）地内,熊野川開発,"2,109,450",0,"2,068,500",15,指名競争入札
20050105,海草建設部,道路建設課,奥佐々阪井線半島振興道路整備工事,海草郡　野上町,小畑,地内,仲建設,"27,849,150","21,843,150","26,460,000",16,指名競争入札
20041228,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾整備　工事,和歌山市,青岸,地内,（有）加納建設,"13,583,850","10,365,600","10,365,600",19,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　埠頭保安設備整備　工事,和歌山市,湊,地内,（有）駒木根土木,"642,600",0,"504,000",14,指名競争入札
20041227,海草建設部,道路建設課,奥佐々阪井線半島振興道路整備工事,海南市,野上　中,地内,（株）東峰建設,"11,487,000","9,354,450","11,025,000",15,指名競争入札
,海草建設部,道路保全課,国道３７０号外道路維持修繕工事,海南市,日方,外地内,近畿建設（株）,"3,396,750","2,462,250","2,719,500",11,指名競争入札
,海草建設部,河川課,亀の川河川災害復旧工事,海南市,次ケ谷,地内,（有）岩井組,"1,858,500",0,"1,802,850",16,指名競争入札
,海草建設部,河川課,日方川住宅市街地河川整備建物調査業務,海南市,日方,地内,長尾建築設計事務所,"2,341,500",0,"2,205,000",12,指名競争入札
,海草建設部,河川課,宮川河川災害復旧工事,海草郡　下津町,方,地内,幸建設,"538,650",0,"519,750",15,指名競争入札
,海草建設部,河川課,加茂川河川災害復旧工事,海草郡　下津町,曽根田,地内,落合組,"468,300",0,"451,500",15,指名競争入札
,海草建設部,河川課,日方川住宅市街地河川整備建物調査業務,海南市,日方,地内,（株）湯川総合補償コンサルタント,"525,000",0,"483,000",14,指名競争入札
,海草建設部,河川課,小原川河川災害復旧工事,海草郡　下津町,下津,地内,（株）石原組,"675,150",0,"645,750",15,指名競争入札
,海草建設部,河川課,宮川河川災害復旧工事,海草郡　下津町,小畑,地内,栩中建設,"497,700",0,"462,000",15,指名競争入札
,海草建設部,河川課,亀の川河川災害復旧工事,海南市,次ケ谷,地内,（有）岩井組,"1,858,500",0,"1,802,850",16,指名競争入札
,海草建設部,道路保全課,国道３７０号外交通安全施設等整備工事,海南市,幡川,外地内,山路ライン（株）,"15,107,400","11,425,050","11,425,050",10,指名競争入札
