入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数等,入札形式
20090122,日高建設部,砂防課,下ノ尾地区　地すべり対策　工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,晩稲　　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11079600,8639400,8746500,4,条件付一般競争入札
20090122,日高建設部,砂防課,山野大滝川１地区（外）　砂防調査　業務　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,山野（外）　　　　　,地内　　　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5386500,3661204,5250000,19,条件付一般競争入札
20090122,西牟婁建設部,道路建設課,上富田南部線小規模道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,岡　　　　　　　　　,地内　　　　　　　　,（株）歌建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3024000,2082931,2086560,18,条件付一般競争入札
20090122,西牟婁建設部,道路建設課,元町新庄線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,南新町～湊　　　　　,地内　　　　　　　　,（株）目良組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,40694850,33184092,33600000,9,条件付一般競争入札（総合評価）
20090122,東牟婁串本建設部,道路保全課,潮岬周遊線外交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,潮岬外　　　　　　　,地内　　　　　　　　,タマキ工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2386650,1872048,2100000,12,条件付一般競争入札
20090122,東牟婁串本建設部,道路保全課,国道３７１号外交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,添野川外　　　　　　,地内　　　　　　　　,関西建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2878050,2238736,2399250,12,条件付一般競争入札
20090122,東牟婁新宮建設部,道路建設課,あけぼの広角線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,新宮　　　　　　　　,地内　　　　　　　　,谷奥工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8353800,6560856,7431900,5,条件付一般競争入札
20090122,東牟婁新宮建設部,道路建設課,あけぼの広角線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,新宮外　　　　　　　,地内　　　　　　　　,（株）三崎舗道　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19803000,15878224,17818500,16,条件付一般競争入札
20090122,東牟婁新宮建設部,道路保全課,那智勝浦古座川線外橋りょう長命化対策外調査設計合併業務　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,小阪外　　　　　　　,地内　　　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12831000,9152352,9233187,17,条件付一般競争入札
20090122,東牟婁新宮建設部,道路保全課,古座川熊野川線外橋りょう長命化対策外調査設計合併業務　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町畝畑外　　　,地内　　　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12831000,8748175,8981700,18,条件付一般競争入札
20090122,東牟婁新宮建設部,砂防課,八尺鏡野地区外砂防修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,八尺鏡野外　　　　　,地内　　　　　　　　,（株）日南建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6209700,4836503,5880000,3,条件付一般競争入札
20090122,東牟婁新宮建設部,港湾整備課,那智勝浦海岸津波・高潮危機管理対策緊急工事　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,浜ノ宮　　　　　　　,地内　　　　　　　　,柳瀬組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,23667000,19243196,19288500,27,条件付一般競争入札
20090121,海草建設部,道路建設課,国道４２４号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,上谷　　　　　　　　,地内　　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3016650,2368015,3003000,1,条件付一般競争入札
20090121,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）那賀浄化センタースカム処理棟等築造工事　　　　,岩出市　　　　　　　,中島　　　　　　　　,地内　　　　　　　　,（株）淺川組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,157752000,130928070,154350000,5,条件付一般競争入札（総合評価）
20090121,東牟婁新宮建設部,河川課,那智勝浦古座川線道路災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,小阪　　　　　　　　,地内　　　　　　　　,（株）三崎舗道　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1859550,1458450,1669500,10,条件付一般競争入札
20090121,東牟婁新宮建設部,河川課,佐野川外河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,佐野外　　　　　　　,地内　　　　　　　　,（有）廣里商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4126500,3344577,3795750,6,条件付一般競争入札
20090121,東牟婁新宮建設部,河川課,市田川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,新宮　　　　　　　　,地内　　　　　　　　,（有）平石工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3952200,3145443,3622500,7,条件付一般競争入札
20090121,東牟婁新宮建設部,河川課,太田川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,下里　　　　　　　　,地内　　　　　　　　,菊本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1656900,1298291,1522500,7,条件付一般競争入札
20090121,東牟婁新宮建設部,港湾整備課,新宮港港湾修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,（有）廣里商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4126500,3344577,3795750,6,条件付一般競争入札
20090120,海草建設部,河川課,大門川広域基幹河川改修外合併測量業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,中之島外　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2446500,1676586,1676586,19,条件付一般競争入札
20090120,海草建設部,河川課,大門川広域基幹河川改修外合併設計業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,中之島外　　　　　　,地内　　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4903500,3418720,3422152,23,条件付一般競争入札
20090120,海草建設部,河川課,土入川広域基幹河川改修外合併検討業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊外　　　　　　　　,地内　　　　　　　　,近畿技術コンサルタンツ（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4683000,3337105,3341100,6,条件付一般競争入札
20090120,海草建設部,河川課,鳴滝川河川調査測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,船所外　　　　　　　,地内　　　　　　　　,（有）宝和技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1722000,1229508,1234800,19,条件付一般競争入札
20090120,海草建設部,河川課,亀の川河川修繕外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,内原　　　　　　　　,地内　　　　　　　　,益田工業（有）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18875850,15531973,17499300,2,条件付一般競争入札
20090120,海草建設部,河川課,和歌川大規模地震対策等河川設計業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦　東３丁目　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4945500,3468773,3482621,23,条件付一般競争入札
20090120,海草建設部,河川課,和田川河川修繕調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,口須佐　　　　　　　,地内　　　　　　　　,（株）関西補償問題研究所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,924000,654561,655116,15,条件付一般競争入札
20090120,海草建設部,河川課,和歌川大規模地震対策等河川調査業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦　東４丁目　　,地内　　　　　　　　,（株）世紀工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10395000,7356541,7363818,11,条件付一般競争入札
20090120,海草建設部,河川課,和歌川大規模地震対策等河川測量業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦　東４丁目　　,地内　　　　　　　　,（株）シーエスエス和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3108000,2201707,2208234,26,条件付一般競争入札
20090120,海草建設部,河川課,和歌川（水軒川・大門川）河川環境整備検討業務　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜外　　　　　　　,地内　　　　　　　　,パシフィックコンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8473500,6020421,6026353,6,条件付一般競争入札
20090120,海草建設部,港湾整備課,水軒堤防紀の国里浜づくり外合併調査業務　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜外　　　　　　　,地内　　　　　　　　,（有）清水測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3265500,2233275,2235561,20,条件付一般競争入札
20090120,那賀建設部,道路建設課,横谷工区舗装工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,横谷　　　　　　　　,地内　　　　　　　　,（株）山東組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6730500,5473581,5486250,11,条件付一般競争入札
20090120,那賀建設部,道路建設課,西川原粉河線（仮称３号橋）道路改築工事　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,粉河　　　　　　　　,地内　　　　　　　　,（株）原組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,35522550,28644723,29578500,5,条件付一般競争入札（総合評価）
20090120,那賀建設部,河川課,根来川外防災こころの備えプロジェクト調査業務　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,根来　　　　　　　　,外地内　　　　　　　,（株）シーエスエス和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3423000,2434437,2444022,22,条件付一般競争入札
20090120,伊都建設部,道路建設課,国道３７１号　小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,橋谷　　　　　　　　,外地内　　　　　　　,（有）今西重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4248300,3320871,3407250,6,条件付一般競争入札
20090120,伊都建設部,道路建設課,国道３７１号　道路改築外合併工事　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,小原田　　　　　　　,外地内　　　　　　　,ダイケン建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3703350,2970928,2982000,6,条件付一般競争入札
20090120,伊都建設部,河川課,有田川外　情報基盤整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園新子　　　　　　,外地内　　　　　　　,（株）辻本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,565950,449820,525000,4,条件付一般競争入札
20090120,有田建設部,河川課,広川ダム修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,下津木　　　　　　　,地内　　　　　　　　,（株）辻本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3326400,2625499,2626260,13,条件付一般競争入札
20090120,有田建設部,河川課,二川ダム修繕点検路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,二川　　　　　　　　,地内　　　　　　　　,竹中建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3626700,2837835,2882250,3,条件付一般競争入札
20090120,有田建設部,河川課,二川ダム修繕点検路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,二川　　　　　　　　,地内　　　　　　　　,有田設備工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4113900,3268109,3334800,3,条件付一般競争入札
20090120,有田建設部,砂防課,三瀬川地区砂防調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,三瀬川　　　　　　　,地内　　　　　　　　,（株）エイトコンサルタント和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,661500,468606,470295,4,条件付一般競争入札
20090120,日高建設部,道路建設課,国道４２５号　国道改築（外）　合併工事　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,田ノ垣内　　　　　　,地内　　　　　　　　,（株）三興組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1890000,1488530,1785000,15,条件付一般競争入札
20090120,日高建設部,道路保全課,御坊中津線（外）　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,和佐（外）　　　　　,地内　　　　　　　　,（株）柏木建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4660950,3660314,4305000,15,条件付一般競争入札
20090120,日高建設部,道路保全課,御坊由良線　交通安全施設等整備　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,小引　　　　　　　　,地内　　　　　　　　,（株）川端組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,697200,552903,672000,2,条件付一般競争入札
20090120,日高建設部,道路保全課,御坊湯浅線（外）　交通安全施設等整備　工事　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,里（外）　　　　　　,地内　　　　　　　　,オーノ保安工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3970050,3178394,3564750,11,条件付一般競争入札
20090120,日高建設部,道路保全課,田辺印南線（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,西本庄（外）　　　　,地内　　　　　　　　,（株）伏見組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,689850,551801,682500,2,条件付一般競争入札
20090120,日高建設部,道路保全課,古井西の地線　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,西ノ地　　　　　　　,地内　　　　　　　　,竹中建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2800350,2246983,2352000,8,条件付一般競争入札
20090120,日高建設部,道路保全課,比井紀伊内原停車場線（外）　道路維持修繕（外）　合併工事　　　　　　　　　　　　,日高郡　日高町　　　,志賀（外）　　　　　,地内　　　　　　　　,共栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2319450,1831936,1845900,14,条件付一般競争入札
20090120,日高建設部,道路保全課,国道４２５号（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,古井（外）　　　　　,地内　　　　　　　　,（株）タイト工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4324950,3452225,3463950,9,条件付一般競争入札
20090120,日高建設部,道路保全課,たかの金屋線　道路災害防除（外）　合併工事　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾　　　　　　　,地内　　　　　　　　,（株）柏木組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3806250,3001036,3016650,12,条件付一般競争入札
20090120,日高建設部,道路保全課,印南原印南線　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,山口　　　　　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2781450,2206834,2583000,15,条件付一般競争入札
20090120,日高建設部,道路保全課,船津和佐線（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,三百瀬（外）　　　　,地内　　　　　　　　,（株）青松　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2511600,2008650,2019328,6,条件付一般競争入札
20090120,日高建設部,河川課,志賀川　堤防改修（外）　合併工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,志賀　　　　　　　　,地内　　　　　　　　,共栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1843800,1450187,1842750,2,条件付一般競争入札
20090120,日高建設部,河川課,椿山ダム　修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,地内　　　　　　　　,（株）児玉組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4141200,3279628,3286500,10,条件付一般競争入札
20090116,公共建築課,公共建築課,日高高校附属中学校内部改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,島　　　　　　　　　,地内　　　　　　　　,（株）松根建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4129650,3422865,3427200,5,条件付一般競争入札
20090116,海草建設部,道路建設課,国道３７０号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,毛原宮　　　　　　　,地内　　　　　　　　,第五工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,99941100,81593511,83055000,10,条件付一般競争入札（総合評価）
20090116,海草建設部,道路建設課,国道３７０号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,毛原宮　　　　　　　,地内　　　　　　　　,（株）川嶋工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,90416550,73532639,75407850,12,条件付一般競争入札（総合評価）
20090116,海草建設部,砂防課,黒江（２）地区特殊急傾斜地崩壊対策外合併工事　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,黒江　　　　　　　　,地内　　　　　　　　,（有）森清建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7392000,5808358,7371000,3,条件付一般競争入札
20090116,日高建設部,道路保全課,御坊美山線　道路災害防除（外）　合併工事　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,早藤　　　　　　　　,地内　　　　　　　　,（株）山本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15776250,12576585,12579000,30,条件付一般競争入札
20090116,日高建設部,河川課,富の川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南　　　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1142400,892810,977550,2,条件付一般競争入札
20090116,日高建設部,河川課,奈良井川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,842100,653889,720300,2,条件付一般競争入札
20090116,日高建設部,河川課,奈良井川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1084650,847751,928200,2,条件付一般競争入札
20090116,日高建設部,河川課,印南川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,865200,672751,740250,2,条件付一般競争入札
20090116,日高建設部,河川課,柳畑川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,966000,752392,826350,2,条件付一般競争入札
20090116,日高建設部,河川課,西神の川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,西神ノ川　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,396900,309130,339150,2,条件付一般競争入札
20090116,日高建設部,河川課,樮川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,樮川　　　　　　　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,877800,684278,751800,2,条件付一般競争入札
20090116,日高建設部,河川課,江川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,山野　　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,459900,360556,442050,16,条件付一般競争入札
20090116,日高建設部,河川課,見河川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,千津川　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,940800,740145,903000,16,条件付一般競争入札
20090116,日高建設部,河川課,猪谷川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,446250,348925,429450,16,条件付一般競争入札
20090116,日高建設部,河川課,猪谷川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,409500,320377,393750,16,条件付一般競争入札
20090116,日高建設部,河川課,愛川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,愛川　　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,859950,673531,825300,16,条件付一般競争入札
20090116,日高建設部,河川課,愛川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,愛川　　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,614250,481094,590100,16,条件付一般競争入札
20090116,日高建設部,河川課,本川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,三佐　　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1083600,853281,1038450,16,条件付一般競争入札
20090116,日高建設部,河川課,高津尾川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾川　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,449400,352097,431550,16,条件付一般競争入札
20090116,日高建設部,河川課,鷲の川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,446250,349982,429450,16,条件付一般競争入札
20090116,日高建設部,河川課,別所川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,和佐　　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1155000,914607,1107750,16,条件付一般競争入札
20090116,日高建設部,河川課,千津川　河川災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,千津川　　　　　　　,地内　　　　　　　　,鳥居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,746550,587886,717150,16,条件付一般競争入札
20090116,東牟婁串本建設部,道路建設課,すさみ古座線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　すさみ町　,上戸川　　　　　　　,地内　　　　　　　　,松栄建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8322300,6626919,6703200,4,条件付一般競争入札
20090116,東牟婁串本建設部,道路建設課,那智勝浦古座川線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,中崎　　　　　　　　,地内　　　　　　　　,（株）鵬工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,13140750,10483099,10486350,11,条件付一般競争入札
20090115,公共建築課,河川課,二川ダム管理事務所新築工事地質調査業務　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,二川　　　　　　　　,地内　　　　　　　　,（株）白浜試錐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,929250,650599,652426,7,条件付一般競争入札
20090115,公共建築課,公共建築課,青陵高校体育館新築工事地質調査業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吹上五丁目　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2261700,1550703,1556049,11,条件付一般競争入札
20090115,海草建設部,道路建設課,松島本渡線（神前南）地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,神前　　　　　　　　,地内　　　　　　　　,（株）黒田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4752300,3749476,3792600,5,条件付一般競争入札
